Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Composure,Crossing,Curve,Dribbling,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
M. Bruscagin,Italy,F.B.C. Unione Venezia,LB RB CB ,27,1404,58.0,59.0,71.0,55.0,50.0,35.0,49.0,25.0,69.0,59.0,73.0,52.0,12.0,63.0,22.0,31.0,58.0,60.0,27.0,61.0,61.0,61.0,66.0,71.0,44.0,11.0,64,64,2000.0,375000.0
L. Dos Santos,France,Valenciennes FC,RB LB ,24,1633,55.0,65.0,63.0,56.0,64.0,41.0,62.0,42.0,54.0,61.0,66.0,68.0,40.0,67.0,46.0,44.0,57.0,72.0,54.0,70.0,60.0,55.0,66.0,41.0,47.0,38.0,64,69,1000.0,500000.0
S. Scherder,Germany,SC Preußen Münster,CDM CB ,24,1316,54.0,65.0,39.0,58.0,27.0,26.0,21.0,27.0,64.0,58.0,62.0,39.0,22.0,58.0,37.0,24.0,64.0,58.0,32.0,61.0,68.0,33.0,66.0,79.0,39.0,32.0,64,68,1000.0,500000.0
Delmás,Spain,Real Zaragoza,RB ,22,1555,72.0,60.0,62.0,51.0,56.0,46.0,60.0,35.0,50.0,63.0,59.0,47.0,35.0,55.0,49.0,63.0,63.0,58.0,34.0,68.0,67.0,75.0,70.0,58.0,45.0,29.0,64,72,3000.0,575000.0
A. Al Khaibari,Saudi Arabia,Ettifaq FC,CB ,27,1545,64.0,67.0,58.0,60.0,29.0,64.0,27.0,66.0,64.0,59.0,84.0,26.0,62.0,60.0,37.0,23.0,58.0,43.0,57.0,62.0,66.0,69.0,62.0,82.0,35.0,31.0,64,64,5000.0,375000.0
R. Mukiibi,Sweden,Östersunds FK,RB CB ,25,1688,49.0,67.0,59.0,68.0,64.0,65.0,60.0,54.0,60.0,63.0,56.0,59.0,61.0,63.0,46.0,45.0,65.0,60.0,80.0,56.0,53.0,65.0,58.0,82.0,63.0,43.0,64,69,2000.0,500000.0
M. Robail,France,Paris FC,CM LB LW LM ,32,1780,71.0,57.0,65.0,56.0,64.0,58.0,63.0,61.0,54.0,61.0,72.0,63.0,54.0,58.0,50.0,55.0,59.0,66.0,58.0,62.0,69.0,72.0,60.0,62.0,62.0,57.0,64,64,2000.0,350000.0
B. Hüttenbrenner,Austria,Wolfsberger AC,CM CB CDM ,31,1577,62.0,70.0,55.0,65.0,45.0,34.0,47.0,40.0,73.0,61.0,58.0,63.0,55.0,59.0,35.0,43.0,58.0,65.0,57.0,58.0,32.0,79.0,63.0,83.0,48.0,39.0,64,64,4000.0,300000.0
G. Sawyer,England,Plymouth Argyle,LWB LB ,31,1619,58.0,49.0,62.0,64.0,62.0,47.0,56.0,49.0,62.0,58.0,78.0,59.0,46.0,64.0,31.0,42.0,59.0,61.0,41.0,62.0,63.0,80.0,65.0,70.0,51.0,25.0,64,64,3000.0,300000.0
D. Mullen,Australia,Wellington Phoenix,RB CB ,27,1445,52.0,63.0,49.0,58.0,50.0,24.0,33.0,26.0,46.0,67.0,73.0,54.0,22.0,62.0,42.0,44.0,62.0,57.0,41.0,66.0,53.0,62.0,64.0,73.0,58.0,28.0,64,64,2000.0,375000.0
O. Rincón,Mexico,Lobos de la BUAP,LB RWB RB ,31,1685,71.0,62.0,54.0,61.0,68.0,67.0,52.0,46.0,53.0,60.0,63.0,59.0,66.0,63.0,51.0,39.0,63.0,59.0,56.0,65.0,64.0,65.0,65.0,66.0,60.0,29.0,64,64,3000.0,300000.0
K. Boto,France,AJ Auxerre,LWB LB ,21,1520,66.0,50.0,51.0,55.0,52.0,30.0,59.0,27.0,57.0,59.0,69.0,58.0,32.0,66.0,39.0,42.0,56.0,65.0,44.0,66.0,69.0,68.0,68.0,72.0,35.0,25.0,64,77,2000.0,775000.0
D. Schmidt,Netherlands,SC Heerenveen,CB RB ,25,1690,55.0,76.0,60.0,60.0,60.0,39.0,60.0,38.0,57.0,74.0,74.0,60.0,56.0,63.0,42.0,53.0,61.0,62.0,69.0,67.0,50.0,62.0,68.0,72.0,51.0,37.0,64,65,3000.0,425000.0
M. Fraser,Scotland,Ross County FC,RB CB ,23,1491,72.0,53.0,74.0,62.0,39.0,30.0,53.0,33.0,44.0,69.0,69.0,47.0,25.0,63.0,37.0,44.0,49.0,55.0,27.0,72.0,74.0,70.0,68.0,78.0,33.0,30.0,64,70,2000.0,525000.0
A. Czerwiński,Poland,Zagłębie Lubin,RB ,24,1608,83.0,51.0,59.0,59.0,62.0,58.0,54.0,43.0,57.0,56.0,62.0,36.0,36.0,63.0,36.0,57.0,55.0,57.0,36.0,61.0,74.0,70.0,66.0,76.0,57.0,25.0,64,70,2000.0,525000.0
L. Montoya,Argentina,Chacarita Juniors,LM LB ,22,1767,70.0,52.0,76.0,64.0,63.0,56.0,65.0,45.0,45.0,63.0,65.0,60.0,64.0,58.0,54.0,63.0,62.0,68.0,59.0,61.0,72.0,70.0,59.0,58.0,63.0,50.0,64,73,5000.0,600000.0
A. Butler,England,Doncaster Rovers,CB ,33,1455,49.0,70.0,55.0,52.0,41.0,17.0,35.0,27.0,65.0,59.0,71.0,48.0,25.0,64.0,38.0,25.0,58.0,51.0,48.0,64.0,37.0,72.0,65.0,76.0,47.0,52.0,64,64,3000.0,180000.0
S. Gregersen,Norway,Molde FK,CM CB ,22,1556,56.0,75.0,38.0,58.0,35.0,48.0,42.0,38.0,62.0,59.0,72.0,49.0,47.0,62.0,54.0,44.0,54.0,50.0,51.0,62.0,67.0,59.0,66.0,76.0,42.0,41.0,64,75,2000.0,675000.0
K. Hashimoto,Japan,F.C. Tokyo,CDM RB CM ,23,1737,70.0,53.0,66.0,57.0,62.0,54.0,65.0,56.0,58.0,64.0,54.0,64.0,53.0,54.0,57.0,60.0,61.0,66.0,56.0,55.0,70.0,75.0,54.0,70.0,62.0,45.0,64,70,3000.0,600000.0
T. Craig,England,Millwall,CB LB ,32,1598,61.0,73.0,72.0,63.0,59.0,56.0,53.0,26.0,63.0,64.0,71.0,57.0,31.0,65.0,33.0,36.0,67.0,60.0,58.0,65.0,54.0,71.0,66.0,72.0,54.0,17.0,64,64,9000.0,250000.0
Kim Geon Woong,Korea Republic,Ulsan Hyundai Horang-i,CB CDM ,19,1632,62.0,68.0,60.0,52.0,36.0,34.0,62.0,39.0,54.0,65.0,49.0,58.0,57.0,61.0,44.0,59.0,63.0,65.0,63.0,54.0,58.0,66.0,61.0,70.0,67.0,33.0,64,74,1000.0,625000.0
M. Fofana,Mali,RC Lens,CB ,32,1499,54.0,71.0,41.0,57.0,43.0,29.0,31.0,30.0,68.0,62.0,53.0,57.0,31.0,64.0,51.0,38.0,64.0,59.0,49.0,59.0,54.0,54.0,63.0,70.0,47.0,36.0,64,64,3000.0,260000.0
G. Andonian,Armenia,Dijon FCO,LB CB ,22,1400,36.0,62.0,36.0,60.0,52.0,29.0,33.0,37.0,60.0,61.0,64.0,48.0,29.0,66.0,43.0,43.0,58.0,57.0,44.0,63.0,54.0,56.0,67.0,75.0,36.0,28.0,64,75,6000.0,675000.0
Borja,Spain,Sevilla Atlético,RB ,20,1612,72.0,71.0,62.0,56.0,61.0,53.0,59.0,37.0,54.0,65.0,72.0,29.0,29.0,59.0,46.0,44.0,61.0,56.0,48.0,67.0,72.0,70.0,63.0,66.0,41.0,30.0,64,70,2000.0,525000.0
O. Fula,Colombia,Envigado FC,CB ,29,1347,53.0,69.0,31.0,42.0,22.0,27.0,27.0,38.0,64.0,70.0,69.0,29.0,28.0,68.0,64.0,20.0,48.0,35.0,41.0,60.0,51.0,71.0,58.0,80.0,26.0,20.0,64,64,1000.0,350000.0
Jeong Jun Yeon,Korea Republic,Sangju Sangmu FC,RB CB ,28,1636,67.0,46.0,69.0,50.0,59.0,31.0,45.0,34.0,47.0,68.0,79.0,64.0,45.0,64.0,27.0,65.0,58.0,65.0,41.0,65.0,71.0,85.0,69.0,74.0,47.0,31.0,64,66,2000.0,425000.0
J. Candía,Bolivia,,CB ,21,1331,55.0,71.0,46.0,39.0,28.0,23.0,22.0,23.0,66.0,66.0,75.0,25.0,22.0,67.0,37.0,23.0,45.0,28.0,39.0,69.0,61.0,78.0,65.0,69.0,26.0,27.0,64,74,0.0,0.0
D. Bowles,Australia,Brisbane Roar,RB CB ,25,1606,66.0,61.0,61.0,58.0,54.0,37.0,54.0,40.0,58.0,66.0,67.0,51.0,34.0,63.0,42.0,54.0,58.0,61.0,43.0,63.0,68.0,72.0,66.0,69.0,53.0,30.0,64,66,2000.0,450000.0
D. Buchanan,Northern Ireland,Northampton Town,LB ,31,1689,64.0,69.0,71.0,63.0,61.0,50.0,62.0,45.0,48.0,61.0,76.0,60.0,45.0,63.0,45.0,38.0,60.0,58.0,54.0,66.0,62.0,76.0,67.0,65.0,53.0,36.0,64,64,3000.0,300000.0
F. Rosso,Argentina,Chacarita Juniors,CB ,30,1260,41.0,72.0,37.0,66.0,25.0,26.0,30.0,27.0,61.0,64.0,45.0,26.0,21.0,67.0,34.0,25.0,57.0,31.0,40.0,67.0,44.0,60.0,66.0,82.0,28.0,24.0,64,64,3000.0,325000.0
Y. Tanaka,Japan,Cerezo Osaka,LB RB ,31,1617,71.0,54.0,68.0,63.0,55.0,49.0,62.0,34.0,57.0,62.0,56.0,55.0,30.0,66.0,34.0,53.0,55.0,63.0,50.0,63.0,67.0,76.0,64.0,67.0,55.0,26.0,64,64,2000.0,300000.0
M. Sans,France,Chamois Niortais FC,CB ,29,1417,46.0,65.0,31.0,62.0,41.0,51.0,38.0,42.0,67.0,60.0,51.0,64.0,39.0,64.0,26.0,19.0,53.0,65.0,45.0,62.0,43.0,67.0,66.0,70.0,29.0,32.0,64,64,2000.0,350000.0
S. Sama,Germany,SpVgg Greuther Fürth,CB ,24,1354,55.0,80.0,55.0,55.0,32.0,31.0,29.0,32.0,65.0,54.0,65.0,31.0,22.0,63.0,33.0,29.0,54.0,41.0,43.0,60.0,63.0,53.0,67.0,81.0,29.0,15.0,64,69,3000.0,500000.0
F. Brown Forbes,Costa Rica,Amkar Perm,ST LB RB ,25,1706,68.0,59.0,58.0,60.0,63.0,39.0,66.0,49.0,59.0,55.0,67.0,47.0,62.0,62.0,56.0,52.0,63.0,56.0,60.0,64.0,71.0,70.0,63.0,74.0,45.0,41.0,64,67,6000.0,475000.0
F. Belli,Italy,Virtus Entella,CM RB ,23,1446,72.0,47.0,63.0,59.0,58.0,52.0,44.0,41.0,55.0,64.0,66.0,41.0,23.0,65.0,34.0,19.0,53.0,52.0,43.0,66.0,76.0,75.0,58.0,58.0,27.0,13.0,64,72,1000.0,575000.0
J. Grønner,Norway,SK Brann,CB ,23,1549,54.0,64.0,60.0,53.0,46.0,42.0,43.0,42.0,64.0,60.0,73.0,63.0,37.0,63.0,43.0,34.0,53.0,61.0,48.0,62.0,54.0,58.0,65.0,72.0,51.0,35.0,64,71,2000.0,550000.0
M. Modolo,Italy,F.B.C. Unione Venezia,RB CB ,28,1458,63.0,63.0,64.0,59.0,40.0,22.0,40.0,26.0,75.0,52.0,74.0,45.0,34.0,58.0,38.0,40.0,56.0,54.0,54.0,61.0,68.0,71.0,63.0,80.0,27.0,27.0,64,64,2000.0,375000.0
N. Rutjes,Netherlands,Roda JC Kerkrade,RM RB ,33,1705,49.0,85.0,67.0,69.0,59.0,51.0,63.0,40.0,59.0,63.0,56.0,59.0,53.0,62.0,54.0,63.0,65.0,64.0,62.0,68.0,40.0,73.0,68.0,57.0,58.0,48.0,64,64,3000.0,170000.0
C. Korb,United States,D.C. United,LB RB ,29,1716,66.0,64.0,79.0,56.0,54.0,51.0,57.0,48.0,54.0,67.0,50.0,61.0,51.0,68.0,46.0,50.0,60.0,61.0,52.0,64.0,75.0,63.0,65.0,65.0,57.0,54.0,64,64,3000.0,350000.0
S. Abalo,Ghana,Rio Ave FC,CB CDM ,22,1595,61.0,66.0,62.0,63.0,53.0,36.0,54.0,42.0,52.0,64.0,85.0,61.0,31.0,62.0,47.0,42.0,58.0,64.0,42.0,69.0,66.0,75.0,66.0,69.0,41.0,27.0,64,71,2000.0,550000.0
R. Tafazolli,England,Peterborough United,CB ,25,1453,61.0,54.0,58.0,60.0,38.0,22.0,41.0,40.0,64.0,61.0,66.0,46.0,39.0,63.0,32.0,21.0,60.0,53.0,37.0,62.0,60.0,69.0,61.0,84.0,31.0,35.0,64,70,3000.0,525000.0
D. Anderson,Netherlands,Bari,CB RB ,22,1638,74.0,76.0,73.0,50.0,33.0,37.0,63.0,37.0,63.0,63.0,64.0,53.0,31.0,68.0,41.0,37.0,56.0,65.0,56.0,66.0,77.0,66.0,65.0,67.0,53.0,35.0,64,73,1000.0,600000.0
A. Sandona,Argentina,Club Atlético Patronato,RB CB ,24,1538,65.0,67.0,61.0,42.0,47.0,40.0,50.0,33.0,58.0,64.0,74.0,48.0,35.0,60.0,37.0,40.0,59.0,54.0,48.0,62.0,67.0,68.0,63.0,75.0,43.0,26.0,64,70,3000.0,525000.0
S. Al Yami,Saudi Arabia,Al Faisaly,CB ,23,1358,64.0,55.0,52.0,38.0,31.0,23.0,26.0,27.0,60.0,60.0,56.0,51.0,22.0,65.0,35.0,27.0,61.0,62.0,34.0,61.0,64.0,60.0,66.0,73.0,29.0,25.0,64,71,8000.0,550000.0
I. Cissé,France,Tours FC,CB RB LB ,21,1659,73.0,55.0,67.0,62.0,64.0,53.0,62.0,41.0,48.0,63.0,73.0,61.0,36.0,55.0,33.0,55.0,62.0,66.0,45.0,57.0,79.0,69.0,61.0,62.0,56.0,33.0,64,74,2000.0,625000.0
M. Vojvoda,Kosovo,Royal Excel Mouscron,RM RB ,22,1726,69.0,67.0,67.0,55.0,69.0,62.0,67.0,58.0,55.0,62.0,65.0,64.0,49.0,59.0,35.0,52.0,63.0,62.0,62.0,62.0,69.0,65.0,61.0,67.0,56.0,47.0,64,70,3000.0,525000.0
S. Monaco,Italy,Perugia,CB ,24,1514,52.0,58.0,45.0,61.0,41.0,46.0,47.0,48.0,60.0,61.0,66.0,48.0,44.0,67.0,40.0,30.0,55.0,55.0,55.0,69.0,55.0,60.0,67.0,71.0,35.0,46.0,64,67,1000.0,475000.0
D. Mitchell,England,Manchester United,LM LB ,20,1780,73.0,55.0,71.0,57.0,62.0,82.0,68.0,94.0,58.0,60.0,66.0,61.0,64.0,59.0,64.0,45.0,62.0,63.0,61.0,61.0,73.0,59.0,62.0,58.0,55.0,50.0,64,80,18000.0,900000.0
A. Langlitz,Germany,Sportfreunde Lotte,RB ,26,1481,67.0,71.0,64.0,43.0,60.0,22.0,40.0,21.0,58.0,59.0,74.0,55.0,25.0,64.0,32.0,38.0,58.0,56.0,27.0,59.0,73.0,81.0,67.0,60.0,32.0,26.0,64,66,1000.0,450000.0
Rulo,Spain,SD Huesca,LB ,21,1626,64.0,59.0,63.0,54.0,62.0,49.0,63.0,35.0,63.0,58.0,62.0,52.0,39.0,58.0,48.0,61.0,62.0,60.0,42.0,62.0,66.0,69.0,67.0,66.0,41.0,40.0,64,71,2000.0,550000.0
P. Downing,England,Blackburn Rovers,CB ,25,1522,63.0,65.0,56.0,48.0,48.0,37.0,37.0,31.0,63.0,67.0,80.0,54.0,35.0,59.0,51.0,33.0,54.0,51.0,58.0,64.0,54.0,65.0,66.0,71.0,43.0,38.0,64,66,3000.0,450000.0
B. Añor,Venezuela,Minnesota Thunder,LB LM ,29,1832,70.0,72.0,66.0,61.0,63.0,69.0,66.0,66.0,61.0,65.0,72.0,56.0,67.0,42.0,64.0,60.0,57.0,63.0,78.0,54.0,61.0,77.0,49.0,64.0,59.0,59.0,64,64,3000.0,450000.0
K. Bartolec,Croatia,FC Nordsjælland,RWB ,22,1608,75.0,54.0,79.0,59.0,60.0,42.0,62.0,30.0,41.0,59.0,62.0,55.0,39.0,58.0,38.0,51.0,55.0,60.0,48.0,60.0,78.0,77.0,62.0,53.0,47.0,23.0,64,72,4000.0,575000.0
Yu Jun Soo,Korea Republic,Sangju Sangmu FC,CB ,29,1746,71.0,65.0,56.0,60.0,56.0,56.0,62.0,53.0,59.0,65.0,65.0,55.0,45.0,63.0,65.0,61.0,62.0,45.0,63.0,57.0,63.0,65.0,59.0,83.0,54.0,61.0,64,64,2000.0,350000.0
C. McHugh,Republic of Ireland,Motherwell,CB CM ,24,1818,77.0,71.0,72.0,72.0,57.0,61.0,58.0,62.0,65.0,64.0,85.0,63.0,53.0,61.0,46.0,48.0,61.0,68.0,55.0,62.0,62.0,82.0,63.0,78.0,62.0,42.0,64,66,2000.0,550000.0
J. Basulto,Mexico,Guadalajara,CB ,25,1579,53.0,62.0,55.0,57.0,47.0,40.0,43.0,39.0,62.0,61.0,64.0,60.0,42.0,62.0,49.0,39.0,58.0,61.0,59.0,63.0,57.0,65.0,63.0,73.0,52.0,35.0,64,67,12000.0,475000.0
B. Sweat,United States,New York City Football Club,LB ,25,1722,68.0,73.0,56.0,62.0,62.0,59.0,65.0,49.0,64.0,59.0,76.0,60.0,38.0,59.0,40.0,64.0,62.0,64.0,55.0,58.0,74.0,72.0,62.0,69.0,61.0,42.0,64,67,2000.0,475000.0
F. García,Colombia,Deportivo Pasto,CB ,33,1273,53.0,64.0,42.0,52.0,22.0,20.0,31.0,25.0,70.0,71.0,69.0,30.0,21.0,65.0,33.0,23.0,62.0,32.0,33.0,60.0,49.0,50.0,58.0,83.0,27.0,26.0,64,64,1000.0,180000.0
L. Prosser,England,Colchester United,CB ,29,1353,57.0,65.0,55.0,60.0,30.0,19.0,34.0,29.0,64.0,63.0,71.0,48.0,17.0,61.0,37.0,23.0,51.0,55.0,42.0,62.0,59.0,43.0,64.0,72.0,37.0,16.0,64,64,5000.0,350000.0
L. Márquez,Argentina,Club Atlético Patronato,LB ,28,1493,59.0,56.0,58.0,37.0,66.0,37.0,61.0,34.0,62.0,67.0,60.0,27.0,34.0,59.0,46.0,51.0,76.0,36.0,29.0,69.0,52.0,65.0,69.0,57.0,39.0,34.0,64,64,3000.0,350000.0
S. Auer,Austria,SK Rapid Wien,RB LB CDM ,26,1741,67.0,68.0,73.0,52.0,63.0,48.0,61.0,46.0,53.0,59.0,64.0,60.0,48.0,63.0,43.0,58.0,59.0,62.0,58.0,65.0,73.0,77.0,67.0,70.0,54.0,43.0,64,66,6000.0,450000.0
J. Mullins,England,Luton Town,CB ,31,1564,65.0,57.0,58.0,56.0,49.0,33.0,48.0,30.0,64.0,61.0,83.0,53.0,28.0,61.0,45.0,44.0,59.0,54.0,48.0,64.0,62.0,65.0,62.0,75.0,54.0,25.0,64,64,5000.0,300000.0
A. Touba,Belgium,Club Brugge KV,LB ,19,1728,78.0,62.0,61.0,55.0,62.0,56.0,65.0,46.0,47.0,56.0,67.0,60.0,54.0,57.0,54.0,52.0,52.0,64.0,52.0,64.0,81.0,71.0,60.0,73.0,60.0,53.0,64,76,3000.0,675000.0
A. Todorovski,FYR Macedonia,Zagłębie Lubin,RB ,33,1669,71.0,73.0,67.0,62.0,58.0,40.0,58.0,31.0,59.0,60.0,79.0,55.0,37.0,65.0,41.0,47.0,66.0,61.0,56.0,66.0,54.0,67.0,67.0,69.0,46.0,40.0,64,64,3000.0,170000.0
G. Itter,Germany,VfL Wolfsburg,LB ,18,1651,68.0,58.0,67.0,46.0,68.0,63.0,64.0,49.0,60.0,61.0,54.0,61.0,37.0,61.0,41.0,57.0,57.0,64.0,44.0,62.0,68.0,65.0,64.0,58.0,49.0,31.0,64,84,7000.0,825000.0
A. Wiss,Switzerland,FC St. Gallen,CM CDM CB ,26,1770,66.0,64.0,73.0,58.0,46.0,46.0,57.0,45.0,66.0,64.0,70.0,61.0,63.0,61.0,55.0,59.0,64.0,66.0,63.0,60.0,64.0,61.0,64.0,61.0,65.0,51.0,64,66,4000.0,450000.0
Kang Min Soo,Korea Republic,Ulsan Hyundai Horang-i,CB ,31,1610,66.0,73.0,67.0,50.0,43.0,55.0,46.0,37.0,74.0,46.0,63.0,46.0,31.0,61.0,32.0,47.0,56.0,56.0,53.0,63.0,65.0,76.0,63.0,81.0,47.0,46.0,64,64,2000.0,300000.0
A. Calabresi,Italy,La Spezia,RB CB ,21,1458,62.0,58.0,55.0,54.0,49.0,31.0,37.0,34.0,63.0,62.0,67.0,37.0,29.0,64.0,44.0,33.0,58.0,43.0,45.0,66.0,68.0,66.0,68.0,73.0,34.0,31.0,64,73,10000.0,600000.0
C. Avevor,Germany,FC St. Pauli,CB CDM ,25,1591,61.0,70.0,57.0,50.0,55.0,29.0,48.0,35.0,62.0,63.0,80.0,59.0,41.0,62.0,31.0,35.0,63.0,62.0,58.0,66.0,69.0,55.0,65.0,84.0,54.0,33.0,64,66,5000.0,450000.0
M. Pollachi,Argentina,Newell's Old Boys,CB ,22,1408,55.0,57.0,46.0,48.0,28.0,31.0,36.0,36.0,63.0,60.0,80.0,30.0,27.0,66.0,43.0,25.0,59.0,46.0,41.0,64.0,75.0,63.0,67.0,70.0,33.0,27.0,64,74,4000.0,625000.0
F. Leutenecker,Germany,Chemnitzer FC,RB RM RWB ,27,1626,76.0,59.0,80.0,59.0,68.0,69.0,60.0,40.0,47.0,54.0,76.0,46.0,31.0,55.0,35.0,40.0,59.0,57.0,52.0,63.0,70.0,78.0,59.0,66.0,42.0,33.0,64,64,1000.0,375000.0
N. Chernov,Russia,FC Ural,CB ,21,1457,67.0,55.0,57.0,59.0,32.0,32.0,34.0,36.0,70.0,59.0,66.0,35.0,24.0,65.0,50.0,48.0,64.0,55.0,48.0,62.0,64.0,59.0,67.0,70.0,44.0,28.0,64,78,8000.0,900000.0
A. Stringel,Mexico,Alianza Petrolera,CDM CB RB ,29,1658,64.0,65.0,85.0,69.0,58.0,25.0,68.0,33.0,61.0,64.0,69.0,58.0,45.0,64.0,55.0,55.0,66.0,61.0,55.0,66.0,60.0,65.0,61.0,62.0,50.0,22.0,64,64,1000.0,350000.0
J. Bree,England,Aston Villa,RB ,19,1606,70.0,54.0,65.0,44.0,63.0,40.0,60.0,33.0,54.0,58.0,61.0,55.0,32.0,63.0,43.0,39.0,64.0,62.0,54.0,61.0,69.0,66.0,65.0,70.0,55.0,36.0,64,80,5000.0,875000.0
A. Pavecillo,Chile,Curicó Unido,CDM CB ,25,1414,44.0,65.0,45.0,57.0,49.0,15.0,20.0,43.0,52.0,65.0,65.0,43.0,47.0,70.0,47.0,23.0,59.0,54.0,52.0,75.0,42.0,68.0,68.0,64.0,26.0,23.0,64,64,1000.0,400000.0
L. O'Neill,England,Gillingham,RM RWB RB ,25,1690,76.0,58.0,68.0,44.0,66.0,45.0,67.0,58.0,62.0,57.0,76.0,60.0,46.0,60.0,33.0,40.0,47.0,64.0,57.0,58.0,73.0,72.0,61.0,71.0,50.0,43.0,64,67,3000.0,475000.0
S. Shrahilee,Saudi Arabia,Al Shabab,CB ,31,1527,65.0,83.0,72.0,45.0,33.0,47.0,25.0,54.0,57.0,54.0,87.0,41.0,28.0,62.0,57.0,52.0,59.0,50.0,20.0,61.0,66.0,72.0,62.0,80.0,35.0,29.0,64,64,9000.0,300000.0
M. Ellis,England,Carlisle United,CB ,28,1406,67.0,68.0,57.0,55.0,22.0,21.0,35.0,17.0,62.0,56.0,79.0,48.0,20.0,67.0,27.0,49.0,47.0,51.0,32.0,61.0,66.0,71.0,65.0,80.0,37.0,25.0,64,65,4000.0,400000.0
N. Lima,United States,San Jose Earthquakes,LB RWB RB ,22,1760,69.0,81.0,69.0,62.0,59.0,60.0,63.0,41.0,49.0,62.0,61.0,55.0,57.0,69.0,55.0,63.0,68.0,62.0,71.0,60.0,66.0,69.0,62.0,61.0,52.0,37.0,64,69,2000.0,500000.0
D. Zhivoglyadov,Russia,FC Ufa,LB RB CB ,23,1723,70.0,53.0,73.0,53.0,64.0,70.0,61.0,52.0,54.0,62.0,56.0,52.0,51.0,70.0,31.0,49.0,60.0,63.0,69.0,68.0,74.0,69.0,65.0,66.0,58.0,31.0,64,72,6000.0,575000.0
V. Nikiforov,Russia,FC SKA-Energiya Khabarovsk,LB LM ,28,1691,80.0,52.0,83.0,58.0,60.0,52.0,67.0,53.0,54.0,41.0,60.0,55.0,50.0,40.0,53.0,62.0,63.0,58.0,53.0,51.0,86.0,61.0,57.0,33.0,54.0,53.0,64,64,7000.0,450000.0
I. Evatt,England,Chesterfield,CB ,35,1413,40.0,82.0,32.0,61.0,28.0,25.0,37.0,31.0,67.0,59.0,62.0,56.0,25.0,60.0,44.0,30.0,62.0,45.0,47.0,57.0,41.0,56.0,60.0,90.0,40.0,28.0,64,64,3000.0,110000.0
J. Tjørnelund,Denmark,Hobro IK,LM LB ,25,1610,78.0,64.0,84.0,59.0,62.0,53.0,55.0,40.0,31.0,59.0,60.0,49.0,42.0,62.0,19.0,48.0,62.0,58.0,35.0,69.0,75.0,66.0,66.0,71.0,55.0,40.0,64,69,3000.0,500000.0
M. Timlin,Republic of Ireland,Southend United,LB LM CM ,32,1731,51.0,82.0,65.0,62.0,57.0,38.0,61.0,50.0,49.0,58.0,88.0,65.0,58.0,36.0,42.0,48.0,63.0,65.0,60.0,62.0,63.0,76.0,63.0,72.0,65.0,53.0,64,64,3000.0,350000.0
J. Vansteenkiste,Belgium,Roda JC Kerkrade,CB LB ,24,1612,78.0,64.0,76.0,54.0,59.0,27.0,47.0,35.0,56.0,60.0,79.0,53.0,39.0,65.0,39.0,40.0,63.0,59.0,56.0,66.0,73.0,66.0,64.0,57.0,47.0,32.0,64,68,3000.0,500000.0
L. Tipton,Colombia,CD America de Cali,LB ,24,1759,75.0,71.0,67.0,52.0,62.0,64.0,58.0,66.0,60.0,61.0,63.0,59.0,32.0,60.0,49.0,50.0,60.0,62.0,66.0,58.0,76.0,77.0,60.0,74.0,57.0,38.0,64,66,1000.0,450000.0
Verdasca,Portugal,Real Zaragoza,CB ,20,1454,51.0,72.0,59.0,53.0,33.0,35.0,42.0,34.0,60.0,59.0,78.0,45.0,30.0,62.0,47.0,26.0,55.0,57.0,50.0,63.0,63.0,63.0,64.0,74.0,29.0,30.0,64,75,2000.0,675000.0
Park Sun Ju,Korea Republic,Gangwon FC,LM LB ,25,1732,76.0,53.0,77.0,53.0,60.0,59.0,58.0,55.0,49.0,46.0,61.0,57.0,49.0,64.0,51.0,63.0,65.0,63.0,57.0,63.0,84.0,69.0,64.0,48.0,52.0,46.0,64,67,2000.0,475000.0
K. Tribbett,United States,Philadelphia Union,CB ,25,1382,56.0,65.0,48.0,66.0,24.0,28.0,26.0,29.0,64.0,62.0,72.0,63.0,17.0,64.0,34.0,25.0,62.0,59.0,32.0,60.0,68.0,65.0,62.0,69.0,29.0,24.0,64,65,2000.0,450000.0
S. Karlsson,Sweden,Jönköpings Södra IF,RB ,28,1696,67.0,56.0,66.0,59.0,69.0,62.0,63.0,48.0,53.0,63.0,77.0,60.0,48.0,58.0,41.0,42.0,62.0,61.0,44.0,56.0,72.0,82.0,58.0,64.0,58.0,42.0,64,64,1000.0,350000.0
F. Bong,France,Paris FC,CB ,29,1373,53.0,47.0,45.0,55.0,38.0,24.0,33.0,29.0,66.0,59.0,71.0,55.0,18.0,62.0,35.0,30.0,57.0,57.0,35.0,64.0,55.0,70.0,61.0,92.0,31.0,30.0,64,64,2000.0,350000.0
H. Canchimbo,Colombia,Deportivo Pasto,LB ,26,1611,68.0,60.0,74.0,57.0,71.0,31.0,62.0,66.0,55.0,56.0,72.0,54.0,27.0,60.0,32.0,65.0,62.0,59.0,21.0,63.0,73.0,74.0,61.0,39.0,60.0,27.0,64,65,1000.0,425000.0
