Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Jumping,Long passing,Long shots,Penalties,Positioning,Short passing,Shot power,Sprint speed,Stamina,Vision,Volleys,Strength,Reactions,Overall,Potential,Wage,Value
A. Jones,England,Bradford City,ST RM ,22,1579,66.0,36.0,69.0,59.0,67.0,55.0,55.0,48.0,66.0,65.0,41.0,65.0,64.0,47.0,59.0,60.0,64.0,60.0,68.0,69.0,67.0,53.0,47.0,66.0,67.0,64,70,3000.0,625000.0
D. Matulevičius,Lithuania,Hibernian,ST ,28,1504,26.0,66.0,32.0,35.0,59.0,45.0,34.0,55.0,54.0,64.0,50.0,76.0,71.0,48.0,52.0,53.0,63.0,55.0,68.0,61.0,60.0,53.0,61.0,85.0,64.0,64,64,3000.0,475000.0
M. López,Colombia,Envigado FC,ST LM CAM ,20,1596,66.0,49.0,63.0,72.0,66.0,50.0,58.0,62.0,64.0,49.0,69.0,39.0,58.0,62.0,65.0,55.0,61.0,68.0,55.0,60.0,60.0,61.0,44.0,58.0,58.0,64,75,1000.0,775000.0
R. Sallai,Hungary,,LW CAM ,20,1487,76.0,59.0,66.0,58.0,67.0,63.0,42.0,33.0,65.0,47.0,45.0,42.0,63.0,62.0,35.0,56.0,61.0,71.0,52.0,68.0,34.0,70.0,41.0,44.0,48.0,64,77,0.0,0.0
Y. Nakano,Japan,Vegalta Sendai,RWB LWB RM LM ,24,1646,86.0,45.0,75.0,75.0,65.0,60.0,57.0,68.0,64.0,51.0,46.0,45.0,61.0,50.0,48.0,58.0,58.0,60.0,59.0,81.0,70.0,58.0,56.0,57.0,59.0,64,69,2000.0,600000.0
K. Gorré,Curacao,Swansea City,LW CAM LM ,22,1614,71.0,43.0,72.0,65.0,67.0,54.0,59.0,64.0,68.0,60.0,36.0,40.0,47.0,50.0,66.0,52.0,62.0,63.0,72.0,65.0,55.0,62.0,53.0,67.0,66.0,64,72,14000.0,675000.0
S. Jackson,Canada,Walsall,ST ,30,1621,81.0,50.0,77.0,80.0,63.0,56.0,45.0,53.0,62.0,63.0,39.0,62.0,68.0,38.0,58.0,68.0,59.0,54.0,62.0,79.0,72.0,55.0,62.0,64.0,57.0,64,64,4000.0,425000.0
A. Gordon,United States,Colorado Rapids,ST ,35,1588,48.0,87.0,55.0,39.0,64.0,59.0,34.0,54.0,54.0,60.0,48.0,77.0,81.0,52.0,55.0,65.0,66.0,64.0,69.0,31.0,41.0,64.0,60.0,86.0,65.0,64,64,2000.0,210000.0
F. Reese,Germany,FC Schalke 04,RW ST ,19,1560,64.0,55.0,55.0,56.0,62.0,53.0,51.0,47.0,60.0,62.0,37.0,68.0,64.0,45.0,56.0,70.0,62.0,60.0,66.0,65.0,51.0,55.0,43.0,66.0,64.0,64,78,6000.0,975000.0
K. Bazelyuk,Russia,FC Anzhi Makhachkala,ST ,24,1537,66.0,52.0,44.0,58.0,55.0,60.0,49.0,42.0,47.0,66.0,62.0,71.0,60.0,37.0,63.0,65.0,69.0,53.0,68.0,63.0,52.0,46.0,54.0,74.0,59.0,64,68,11000.0,600000.0
C. Ekuban,Italy,Leeds United,ST ,23,1491,79.0,57.0,61.0,54.0,63.0,55.0,38.0,49.0,63.0,64.0,42.0,60.0,56.0,36.0,50.0,64.0,64.0,44.0,64.0,82.0,61.0,42.0,54.0,78.0,49.0,64,73,9000.0,700000.0
Murilo Freitas,Brazil,Tondela,CAM LW ,21,1633,73.0,56.0,78.0,79.0,68.0,56.0,58.0,56.0,65.0,65.0,39.0,43.0,59.0,54.0,47.0,65.0,62.0,60.0,75.0,71.0,66.0,60.0,53.0,57.0,62.0,64,74,2000.0,725000.0
E. Ómarsson,Iceland,IFK Göteborg,ST ,22,1617,86.0,73.0,75.0,62.0,64.0,51.0,56.0,45.0,64.0,66.0,32.0,53.0,64.0,47.0,54.0,50.0,64.0,57.0,62.0,83.0,79.0,56.0,54.0,52.0,55.0,64,74,2000.0,725000.0
A. Buksa,Poland,Zagłębie Lubin,ST ,20,1571,67.0,51.0,60.0,48.0,61.0,59.0,47.0,54.0,64.0,65.0,46.0,66.0,74.0,44.0,46.0,65.0,66.0,59.0,60.0,71.0,74.0,58.0,61.0,72.0,53.0,64,73,3000.0,700000.0
J. Lowe,England,Portsmouth,LM RM ST ,22,1549,87.0,35.0,90.0,63.0,67.0,67.0,53.0,65.0,69.0,65.0,34.0,50.0,64.0,40.0,61.0,55.0,61.0,59.0,55.0,87.0,66.0,69.0,46.0,48.0,63.0,64,73,4000.0,700000.0
M. van Bergen,Netherlands,Vitesse,LW RW ,17,1534,92.0,53.0,82.0,77.0,65.0,62.0,52.0,54.0,69.0,53.0,44.0,34.0,59.0,51.0,52.0,36.0,53.0,63.0,59.0,83.0,62.0,54.0,55.0,32.0,57.0,64,83,2000.0,900000.0
Y. Al Qahtani,Saudi Arabia,Al Hilal,ST ,34,1592,31.0,55.0,51.0,60.0,69.0,68.0,67.0,67.0,60.0,63.0,68.0,68.0,55.0,53.0,61.0,70.0,69.0,63.0,68.0,34.0,33.0,72.0,65.0,58.0,68.0,64,64,11000.0,240000.0
E. Iyoha,Germany,VfL Osnabrück,LM ST ,19,1512,76.0,27.0,72.0,61.0,63.0,48.0,54.0,53.0,68.0,65.0,40.0,45.0,59.0,41.0,55.0,56.0,64.0,56.0,62.0,82.0,67.0,51.0,52.0,68.0,64.0,64,78,5000.0,975000.0
D. Myrestam,Sweden,GIF Sundsvall,LWB CB ,30,1714,76.0,66.0,74.0,63.0,60.0,59.0,63.0,57.0,57.0,33.0,60.0,54.0,71.0,55.0,41.0,31.0,43.0,58.0,45.0,75.0,78.0,59.0,48.0,71.0,60.0,64,64,2000.0,325000.0
H. Abranchezo,Chile,Curicó Unido,ST ,25,1493,35.0,52.0,37.0,40.0,63.0,61.0,63.0,59.0,40.0,73.0,44.0,72.0,45.0,41.0,63.0,67.0,75.0,40.0,72.0,41.0,47.0,52.0,57.0,82.0,56.0,64,64,2000.0,500000.0
S. Al Jaman,Saudi Arabia,Al Ahli,CAM ST LM ,23,1557,78.0,33.0,77.0,79.0,62.0,45.0,57.0,48.0,66.0,62.0,48.0,57.0,72.0,52.0,57.0,56.0,62.0,61.0,66.0,83.0,65.0,50.0,36.0,58.0,57.0,64,74,9000.0,725000.0
D. Oduro,Ghana,Montreal Impact,ST RM RW ,31,1673,86.0,69.0,69.0,55.0,55.0,50.0,59.0,52.0,62.0,59.0,43.0,59.0,65.0,50.0,52.0,56.0,66.0,62.0,67.0,86.0,70.0,64.0,55.0,66.0,57.0,64,64,3000.0,400000.0
R. Yamazaki,Japan,Albirex Niigata,CF LM ST ,28,1491,65.0,29.0,63.0,73.0,63.0,57.0,41.0,47.0,66.0,67.0,39.0,61.0,56.0,35.0,62.0,70.0,58.0,58.0,64.0,68.0,56.0,49.0,63.0,71.0,50.0,64,64,2000.0,475000.0
D. Moberg Karlsson,Sweden,IFK Norrköping,ST LM RM ,23,1549,83.0,49.0,71.0,70.0,65.0,56.0,59.0,56.0,67.0,67.0,36.0,48.0,66.0,28.0,60.0,49.0,68.0,56.0,70.0,88.0,67.0,53.0,55.0,52.0,51.0,64,72,2000.0,675000.0
V. Berisha,Sweden,Aalesunds FK,RM ST ,21,1492,71.0,46.0,69.0,56.0,62.0,57.0,35.0,34.0,61.0,66.0,22.0,62.0,49.0,49.0,53.0,55.0,62.0,57.0,64.0,69.0,60.0,47.0,65.0,68.0,58.0,64,73,2000.0,700000.0
Abel Ruiz,Spain,FC Barcelona B,RW LW ST ,17,1480,63.0,32.0,59.0,61.0,60.0,57.0,36.0,41.0,62.0,66.0,48.0,61.0,59.0,42.0,62.0,59.0,65.0,58.0,61.0,65.0,70.0,55.0,63.0,73.0,59.0,64,83,2000.0,900000.0
P. Zinckernagel,Denmark,SønderjyskE,CF LM CAM ,22,1582,87.0,52.0,86.0,72.0,65.0,61.0,60.0,66.0,71.0,59.0,62.0,33.0,42.0,33.0,56.0,59.0,59.0,58.0,68.0,79.0,61.0,58.0,42.0,65.0,68.0,64,75,4000.0,775000.0
E. Velikonja,Slovenia,Willem II,ST ,28,1634,72.0,55.0,70.0,74.0,61.0,57.0,32.0,65.0,55.0,68.0,68.0,56.0,60.0,40.0,60.0,58.0,70.0,41.0,67.0,71.0,60.0,50.0,63.0,57.0,67.0,64,64,4000.0,475000.0
A. Busin,France,AS Nancy Lorraine,RM LW RW ,21,1548,75.0,41.0,74.0,79.0,65.0,55.0,63.0,51.0,67.0,60.0,46.0,47.0,39.0,51.0,54.0,59.0,63.0,61.0,59.0,76.0,53.0,51.0,47.0,37.0,56.0,64,72,2000.0,675000.0
R. Gaffney,Republic of Ireland,Bristol Rovers,ST ,27,1617,58.0,51.0,60.0,64.0,61.0,64.0,54.0,51.0,63.0,66.0,48.0,63.0,64.0,55.0,53.0,57.0,60.0,57.0,72.0,59.0,64.0,56.0,54.0,77.0,54.0,64,64,4000.0,475000.0
E. Bearzotti,Italy,Hellas Verona,LW RW ,20,1435,65.0,34.0,67.0,65.0,67.0,66.0,67.0,40.0,68.0,69.0,45.0,58.0,62.0,41.0,50.0,54.0,61.0,58.0,55.0,68.0,51.0,53.0,32.0,54.0,54.0,64,76,7000.0,800000.0
S. Córdova,Venezuela,FC Augsburg,ST ,19,1536,74.0,38.0,66.0,65.0,58.0,58.0,37.0,63.0,69.0,65.0,40.0,55.0,54.0,50.0,64.0,62.0,59.0,59.0,65.0,77.0,52.0,62.0,63.0,74.0,57.0,64,77,5000.0,850000.0
D. Elm,Sweden,Kalmar FF,ST ,34,1526,42.0,67.0,33.0,35.0,63.0,71.0,40.0,46.0,55.0,61.0,47.0,75.0,53.0,51.0,55.0,56.0,62.0,63.0,67.0,42.0,60.0,68.0,56.0,86.0,69.0,64,64,2000.0,240000.0
K. Mensah,Denmark,Brøndby IF,ST ,26,1713,86.0,52.0,83.0,77.0,72.0,56.0,55.0,59.0,70.0,62.0,59.0,46.0,76.0,50.0,61.0,63.0,61.0,52.0,63.0,89.0,72.0,47.0,55.0,60.0,60.0,64,67,6000.0,575000.0
P. Bürger,Austria,SV Mattersburg,ST ,30,1696,51.0,53.0,68.0,65.0,56.0,66.0,45.0,63.0,57.0,63.0,68.0,71.0,91.0,41.0,62.0,61.0,64.0,53.0,70.0,63.0,91.0,57.0,64.0,89.0,57.0,64,64,7000.0,425000.0
J. Sánchez Sotelo,Argentina,Temperley,ST ,29,1607,70.0,47.0,63.0,64.0,64.0,71.0,56.0,57.0,62.0,62.0,42.0,60.0,70.0,50.0,62.0,66.0,59.0,61.0,71.0,55.0,64.0,42.0,65.0,70.0,65.0,64,64,4000.0,450000.0
M. Wegner,Germany,Sportfreunde Lotte,ST ,28,1642,78.0,64.0,69.0,85.0,61.0,54.0,42.0,59.0,64.0,62.0,36.0,65.0,80.0,46.0,60.0,62.0,59.0,54.0,72.0,68.0,75.0,45.0,58.0,74.0,56.0,64,64,1000.0,475000.0
Héctor,Spain,Albacete Balompié,ST ,21,1543,73.0,32.0,69.0,72.0,74.0,52.0,42.0,64.0,72.0,62.0,40.0,51.0,66.0,39.0,57.0,72.0,64.0,62.0,64.0,70.0,67.0,54.0,45.0,48.0,57.0,64,74,11000.0,750000.0
J. Niezgoda,Poland,Legia Warszawa,ST ,22,1525,79.0,41.0,70.0,63.0,60.0,61.0,28.0,34.0,61.0,66.0,33.0,57.0,61.0,42.0,49.0,68.0,63.0,55.0,64.0,77.0,72.0,56.0,45.0,66.0,58.0,64,72,3000.0,675000.0
G. Navalovski,Georgia,FC SKA-Energiya Khabarovsk,LM LWB ,31,1545,77.0,69.0,69.0,71.0,52.0,60.0,65.0,39.0,44.0,17.0,40.0,48.0,77.0,49.0,18.0,32.0,38.0,48.0,26.0,78.0,81.0,52.0,26.0,63.0,72.0,64,64,6000.0,300000.0
C. Morris,England,Shrewsbury,ST ,21,1573,71.0,63.0,63.0,60.0,68.0,53.0,32.0,44.0,59.0,63.0,31.0,63.0,75.0,45.0,55.0,64.0,65.0,50.0,62.0,74.0,63.0,50.0,49.0,79.0,48.0,64,74,9000.0,750000.0
G. Molinero,Chile,San Luis de Quillota,CAM LM ST ,29,1639,63.0,51.0,60.0,74.0,69.0,60.0,57.0,50.0,66.0,74.0,60.0,57.0,65.0,43.0,71.0,57.0,62.0,49.0,55.0,55.0,69.0,63.0,63.0,48.0,69.0,64,64,2000.0,450000.0
A. Akinfenwa,England,Wycombe Wanderers,ST ,35,1553,41.0,63.0,29.0,70.0,69.0,70.0,39.0,50.0,52.0,64.0,42.0,71.0,50.0,47.0,51.0,66.0,68.0,56.0,61.0,49.0,63.0,62.0,59.0,98.0,61.0,64,64,4000.0,210000.0
A. Williams,England,Doncaster Rovers,ST ,30,1539,76.0,49.0,63.0,73.0,58.0,58.0,54.0,37.0,55.0,66.0,36.0,57.0,62.0,26.0,62.0,67.0,65.0,54.0,64.0,72.0,72.0,59.0,62.0,70.0,63.0,64,64,4000.0,425000.0
D. Starkl,Austria,FC Admira Wacker Mödling,RM ST LM ,23,1661,80.0,65.0,79.0,77.0,68.0,48.0,63.0,53.0,65.0,68.0,36.0,53.0,74.0,47.0,53.0,61.0,57.0,58.0,67.0,74.0,56.0,56.0,60.0,67.0,58.0,64,68,3000.0,600000.0
M. Robail,France,Paris FC,CM LB LW LM ,32,1780,71.0,57.0,65.0,74.0,62.0,56.0,64.0,58.0,63.0,58.0,61.0,54.0,72.0,63.0,54.0,50.0,55.0,66.0,58.0,69.0,72.0,62.0,57.0,62.0,59.0,64,64,2000.0,350000.0
I. Ignatiev,Russia,FC Krasnodar,ST ,18,1519,71.0,57.0,57.0,68.0,67.0,61.0,36.0,45.0,68.0,68.0,37.0,59.0,67.0,32.0,61.0,70.0,62.0,47.0,60.0,78.0,70.0,55.0,46.0,55.0,57.0,64,78,7000.0,950000.0
G. Sawyer,England,Plymouth Argyle,LWB LB ,31,1619,58.0,49.0,62.0,71.0,60.0,64.0,62.0,47.0,56.0,32.0,49.0,62.0,78.0,59.0,46.0,31.0,42.0,61.0,41.0,63.0,80.0,51.0,25.0,70.0,59.0,64,64,3000.0,300000.0
M. Jankowski,Poland,Piast Gliwice,CAM ST ,27,1732,73.0,50.0,73.0,74.0,59.0,63.0,50.0,49.0,60.0,59.0,57.0,65.0,87.0,61.0,56.0,55.0,64.0,63.0,60.0,77.0,75.0,55.0,64.0,71.0,66.0,64,64,3000.0,475000.0
G. Scamacca,Italy,Sassuolo,ST ,18,1497,55.0,47.0,58.0,38.0,69.0,59.0,22.0,51.0,64.0,66.0,70.0,69.0,69.0,40.0,64.0,55.0,53.0,60.0,68.0,55.0,55.0,59.0,57.0,74.0,50.0,64,74,9000.0,675000.0
O. Rincón,Mexico,Lobos de la BUAP,LB RWB RB ,31,1685,71.0,62.0,54.0,67.0,59.0,61.0,68.0,67.0,52.0,42.0,46.0,53.0,63.0,59.0,66.0,51.0,39.0,59.0,56.0,64.0,65.0,60.0,29.0,66.0,63.0,64,64,3000.0,300000.0
C. McDonald,England,AFC Wimbledon,ST ,31,1481,66.0,55.0,70.0,70.0,59.0,61.0,37.0,41.0,60.0,65.0,43.0,56.0,63.0,17.0,54.0,59.0,66.0,44.0,67.0,68.0,58.0,40.0,59.0,68.0,72.0,64,64,3000.0,400000.0
K. Boto,France,AJ Auxerre,LWB LB ,21,1520,66.0,50.0,51.0,54.0,61.0,55.0,52.0,30.0,59.0,19.0,27.0,57.0,69.0,58.0,32.0,39.0,42.0,65.0,44.0,69.0,68.0,35.0,25.0,72.0,56.0,64,77,2000.0,775000.0
O. Allarcón,Chile,CD Palestino,LM CF ST ,25,1712,84.0,31.0,91.0,91.0,71.0,66.0,72.0,66.0,75.0,64.0,65.0,51.0,52.0,51.0,61.0,64.0,62.0,62.0,59.0,71.0,61.0,64.0,71.0,39.0,61.0,64,64,2000.0,500000.0
H. Al Juhayyim,Saudi Arabia,Al Fateh,ST ,29,1681,68.0,72.0,62.0,62.0,66.0,65.0,50.0,59.0,62.0,65.0,61.0,63.0,65.0,56.0,59.0,60.0,65.0,57.0,62.0,68.0,66.0,60.0,57.0,63.0,57.0,64,64,9000.0,450000.0
H. Mahou,France,OGC Nice,RW ,17,1569,67.0,29.0,69.0,65.0,65.0,54.0,62.0,51.0,69.0,64.0,50.0,49.0,53.0,54.0,56.0,64.0,61.0,65.0,68.0,68.0,49.0,58.0,57.0,58.0,57.0,64,79,6000.0,900000.0
Kilian Grant,Spain,SD Huesca,RW ST ,23,1648,72.0,49.0,61.0,64.0,60.0,60.0,53.0,68.0,61.0,64.0,41.0,57.0,71.0,49.0,62.0,71.0,61.0,58.0,72.0,77.0,62.0,59.0,56.0,69.0,58.0,64,71,3000.0,650000.0
Mula,Spain,Málaga CF,LW LM ,20,1525,59.0,50.0,52.0,76.0,68.0,53.0,68.0,38.0,67.0,66.0,37.0,48.0,65.0,66.0,33.0,48.0,62.0,70.0,56.0,60.0,53.0,56.0,36.0,48.0,58.0,64,73,5000.0,700000.0
F. Forte,Italy,La Spezia,ST ,24,1439,60.0,27.0,58.0,64.0,64.0,63.0,35.0,33.0,67.0,68.0,29.0,63.0,70.0,35.0,56.0,67.0,68.0,47.0,62.0,63.0,56.0,46.0,51.0,72.0,56.0,64,68,14000.0,600000.0
M. Lorenzen,Uganda,ADO Den Haag,RW ST LW ,22,1623,85.0,44.0,60.0,53.0,67.0,63.0,57.0,55.0,69.0,65.0,47.0,48.0,64.0,50.0,54.0,64.0,54.0,55.0,73.0,87.0,62.0,51.0,53.0,75.0,50.0,64,71,4000.0,625000.0
J. Hernández,Colombia,SD Huesca,CAM RW ST ,18,1605,82.0,36.0,70.0,70.0,61.0,56.0,58.0,43.0,63.0,64.0,36.0,58.0,65.0,55.0,61.0,44.0,60.0,61.0,65.0,79.0,74.0,55.0,50.0,62.0,63.0,64,77,9000.0,825000.0
E. García,Paraguay,Belgrano de Córdoba,ST ,24,1551,82.0,44.0,73.0,69.0,59.0,53.0,39.0,49.0,64.0,67.0,38.0,56.0,64.0,33.0,62.0,66.0,63.0,61.0,59.0,83.0,61.0,55.0,58.0,57.0,56.0,64,69,4000.0,625000.0
F. Zoko,Ivory Coast,Yeovil Town,LW ST ,33,1729,70.0,59.0,72.0,73.0,61.0,56.0,58.0,63.0,62.0,63.0,62.0,61.0,65.0,55.0,59.0,69.0,65.0,52.0,59.0,72.0,72.0,62.0,58.0,77.0,64.0,64,64,4000.0,280000.0
Jhonnattann,Brazil,Al Batin,RM ST CAM ,27,1600,91.0,38.0,83.0,91.0,63.0,54.0,60.0,65.0,66.0,58.0,61.0,47.0,44.0,54.0,56.0,47.0,61.0,62.0,66.0,79.0,68.0,60.0,45.0,44.0,58.0,64,64,4000.0,475000.0
S. Moreo,Italy,F.B.C. Unione Venezia,RW ST ,24,1467,66.0,55.0,70.0,45.0,56.0,55.0,23.0,35.0,51.0,66.0,38.0,74.0,64.0,40.0,53.0,61.0,63.0,59.0,63.0,74.0,58.0,48.0,49.0,77.0,59.0,64,67,2000.0,575000.0
G. Di Renzo,Argentina,Club Atlético Patronato,RW LM RM ,21,1568,78.0,28.0,74.0,66.0,64.0,53.0,54.0,53.0,66.0,64.0,41.0,67.0,58.0,51.0,48.0,58.0,60.0,58.0,59.0,81.0,66.0,56.0,52.0,66.0,58.0,64,73,3000.0,700000.0
E. Mjelde,Norway,Sandefjord Fotball,ST CM CAM ,33,1854,64.0,49.0,74.0,70.0,66.0,71.0,63.0,58.0,63.0,61.0,70.0,67.0,85.0,56.0,65.0,71.0,64.0,64.0,74.0,66.0,75.0,58.0,67.0,66.0,63.0,64,64,2000.0,270000.0
J. Kaprof,Argentina,Defensa y Justicia,ST RM CAM ,22,1604,73.0,63.0,70.0,82.0,63.0,57.0,37.0,49.0,69.0,64.0,40.0,59.0,61.0,54.0,63.0,68.0,65.0,61.0,61.0,70.0,59.0,56.0,48.0,73.0,59.0,64,72,5000.0,675000.0
G. Reniero,Argentina,San Lorenzo de Almagro,CAM ST ,22,1560,64.0,41.0,59.0,58.0,59.0,51.0,53.0,61.0,62.0,67.0,51.0,61.0,68.0,49.0,65.0,59.0,56.0,59.0,65.0,67.0,68.0,49.0,52.0,74.0,60.0,64,74,6000.0,725000.0
F. Brown Forbes,Costa Rica,Amkar Perm,ST LB RB ,25,1706,68.0,59.0,58.0,54.0,60.0,60.0,63.0,39.0,66.0,65.0,49.0,59.0,67.0,47.0,62.0,56.0,52.0,56.0,60.0,71.0,70.0,45.0,41.0,74.0,63.0,64,67,6000.0,475000.0
T. Abe,Japan,Ulsan Hyundai Horang-i,LM ST CAM ,29,1748,60.0,58.0,74.0,86.0,65.0,57.0,61.0,53.0,62.0,66.0,55.0,61.0,80.0,59.0,63.0,58.0,60.0,64.0,60.0,59.0,67.0,59.0,57.0,64.0,61.0,64,64,3000.0,450000.0
J. Manconi,Italy,Carpi,ST RW ,23,1581,73.0,52.0,73.0,70.0,68.0,59.0,63.0,56.0,65.0,58.0,31.0,60.0,66.0,55.0,54.0,67.0,65.0,64.0,53.0,71.0,56.0,67.0,41.0,61.0,53.0,64,70,2000.0,625000.0
F. N'Goma,France,US Orléans Loiret Football,RW CM ST ,24,1647,74.0,43.0,69.0,73.0,65.0,59.0,60.0,52.0,69.0,62.0,61.0,43.0,63.0,58.0,58.0,63.0,72.0,67.0,64.0,77.0,61.0,62.0,69.0,51.0,58.0,64,69,2000.0,625000.0
D. Vega,Costa Rica,SK Brann,RW ,24,1587,82.0,45.0,73.0,70.0,69.0,57.0,55.0,56.0,67.0,57.0,42.0,34.0,40.0,48.0,57.0,58.0,64.0,62.0,68.0,79.0,58.0,57.0,52.0,51.0,52.0,64,67,2000.0,575000.0
C. Amissi,Burundi,Al Taawoun,ST ,27,1537,76.0,27.0,53.0,77.0,48.0,43.0,51.0,45.0,59.0,65.0,35.0,62.0,74.0,41.0,66.0,60.0,67.0,68.0,67.0,77.0,72.0,46.0,56.0,69.0,54.0,64,64,7000.0,475000.0
L. Erwin,Scotland,Kilmarnock,ST ,23,1531,69.0,34.0,68.0,52.0,61.0,56.0,36.0,36.0,63.0,66.0,30.0,61.0,72.0,45.0,58.0,71.0,61.0,60.0,68.0,67.0,69.0,60.0,52.0,74.0,56.0,64,72,2000.0,675000.0
H. Abe,Japan,Kashima Antlers,RM LM ST ,18,1536,90.0,33.0,75.0,85.0,68.0,48.0,35.0,41.0,81.0,62.0,32.0,60.0,63.0,40.0,51.0,58.0,60.0,54.0,62.0,88.0,39.0,55.0,64.0,40.0,53.0,64,81,3000.0,950000.0
J. Leko,England,Bristol City,LW ST RW ,18,1583,88.0,30.0,82.0,73.0,63.0,55.0,45.0,46.0,70.0,64.0,34.0,64.0,65.0,41.0,57.0,78.0,60.0,53.0,66.0,88.0,71.0,53.0,50.0,67.0,58.0,64,82,11000.0,925000.0
K. Bartolec,Croatia,FC Nordsjælland,RWB ,22,1608,75.0,54.0,79.0,78.0,65.0,59.0,60.0,42.0,62.0,44.0,30.0,41.0,62.0,55.0,39.0,38.0,51.0,60.0,48.0,78.0,77.0,47.0,23.0,53.0,55.0,64,72,4000.0,575000.0
A. Jahn,United States,Columbus Crew SC,ST ,26,1525,44.0,77.0,55.0,62.0,66.0,60.0,30.0,43.0,60.0,65.0,23.0,65.0,79.0,42.0,48.0,52.0,66.0,53.0,64.0,55.0,71.0,58.0,68.0,77.0,63.0,64,64,3000.0,500000.0
B. Śpiączka,Poland,Termalica Bruk-Bet Nieciecza,ST ,25,1682,86.0,75.0,83.0,69.0,64.0,53.0,37.0,58.0,62.0,67.0,31.0,59.0,86.0,51.0,62.0,66.0,54.0,63.0,64.0,87.0,66.0,55.0,60.0,63.0,51.0,64,67,2000.0,575000.0
M. Papadopulos,Czech Republic,Piast Gliwice,ST ,32,1638,65.0,79.0,64.0,64.0,60.0,65.0,57.0,55.0,56.0,60.0,40.0,70.0,77.0,57.0,56.0,62.0,64.0,57.0,70.0,68.0,52.0,55.0,65.0,70.0,63.0,64,64,3000.0,350000.0
A. Lookman,England,Everton,ST LM ,19,1611,85.0,68.0,87.0,80.0,66.0,60.0,51.0,48.0,75.0,68.0,34.0,49.0,68.0,39.0,69.0,65.0,69.0,53.0,70.0,83.0,58.0,44.0,58.0,57.0,59.0,64,82,13000.0,975000.0
G. Rólantsson Sørensen,Faroe Islands,SK Brann,RW LW ,24,1729,78.0,44.0,65.0,60.0,65.0,56.0,58.0,56.0,63.0,62.0,29.0,64.0,72.0,52.0,53.0,57.0,58.0,62.0,61.0,84.0,75.0,54.0,44.0,71.0,62.0,64,67,2000.0,575000.0
R. Glatzel,Germany,1. FC Heidenheim,ST ,23,1411,49.0,49.0,52.0,41.0,59.0,49.0,34.0,35.0,57.0,69.0,31.0,70.0,61.0,26.0,50.0,59.0,64.0,49.0,63.0,55.0,55.0,43.0,62.0,78.0,60.0,64,70,5000.0,625000.0
Mario Barco,Spain,CD Lugo,ST ,24,1530,60.0,33.0,58.0,54.0,64.0,55.0,56.0,47.0,59.0,67.0,55.0,61.0,67.0,46.0,58.0,66.0,59.0,48.0,74.0,69.0,44.0,55.0,65.0,75.0,49.0,64,71,3000.0,650000.0
M. Ben Othman,Tunisia,US Orléans Loiret Football,LW LM ,27,1536,67.0,38.0,74.0,60.0,66.0,60.0,64.0,57.0,67.0,56.0,53.0,36.0,53.0,60.0,63.0,47.0,61.0,65.0,58.0,68.0,51.0,63.0,63.0,56.0,58.0,64,64,2000.0,475000.0
S. Kaneko,Japan,Shimizu S-Pulse,CAM CF ,22,1736,82.0,58.0,84.0,90.0,66.0,54.0,54.0,64.0,69.0,56.0,68.0,43.0,69.0,61.0,40.0,61.0,68.0,67.0,64.0,83.0,81.0,46.0,54.0,41.0,61.0,64,68,2000.0,600000.0
L. Hallenius,Sweden,GIF Sundsvall,ST ,28,1604,73.0,69.0,68.0,58.0,60.0,63.0,48.0,45.0,55.0,62.0,48.0,60.0,65.0,41.0,56.0,57.0,64.0,59.0,69.0,73.0,70.0,55.0,57.0,77.0,63.0,64,64,2000.0,475000.0
A. Koryan,Russia,Lokomotiv Moscow,RW CAM ,22,1624,84.0,72.0,94.0,90.0,68.0,60.0,61.0,60.0,71.0,64.0,48.0,44.0,52.0,51.0,62.0,62.0,54.0,60.0,65.0,70.0,76.0,54.0,52.0,34.0,54.0,64,72,9000.0,675000.0
M. Königs,Germany,Würzburger FV,ST ,27,1509,53.0,77.0,47.0,41.0,63.0,66.0,34.0,52.0,54.0,59.0,46.0,70.0,64.0,33.0,57.0,60.0,64.0,56.0,75.0,46.0,65.0,41.0,59.0,89.0,62.0,64,64,1000.0,475000.0
U. Ikpeazu,England,Cambridge United,ST ,22,1525,68.0,62.0,59.0,58.0,63.0,62.0,32.0,31.0,64.0,61.0,31.0,66.0,64.0,49.0,43.0,58.0,67.0,55.0,60.0,77.0,59.0,61.0,50.0,94.0,49.0,64,75,6000.0,775000.0
T. Zhamaletdinov,Russia,CSKA Moscow,ST ,20,1535,76.0,58.0,70.0,65.0,62.0,54.0,33.0,45.0,58.0,65.0,32.0,61.0,64.0,31.0,59.0,62.0,65.0,47.0,70.0,73.0,64.0,55.0,47.0,65.0,56.0,64,78,10000.0,1000000.0
F. Leutenecker,Germany,Chemnitzer FC,RB RM RWB ,27,1626,76.0,59.0,80.0,79.0,58.0,59.0,68.0,69.0,60.0,30.0,40.0,47.0,76.0,46.0,31.0,35.0,40.0,57.0,52.0,70.0,78.0,42.0,33.0,66.0,59.0,64,64,1000.0,375000.0
