Name,Nationality,Club,Preferred Positions,Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
S. Kiełpin,Poland,Wisła Płock,GK ,29,1082,64.0,63.0,65.0,63.0,63.0,63,63,250000.0,1000.0
M. Al Anazi,Saudi Arabia,Al Batin,GK ,27,952,64.0,58.0,59.0,65.0,66.0,63,65,300000.0,2000.0
F. Müller,Germany,1. FSV Mainz 05,GK ,19,1007,63.0,61.0,61.0,62.0,65.0,63,81,650000.0,2000.0
K. Müller,Germany,SpVgg Unterhaching,GK ,26,1043,62.0,58.0,57.0,60.0,65.0,62,66,270000.0,1000.0
E. Klenofsky,United States,D.C. United,GK ,22,1016,64.0,60.0,72.0,57.0,61.0,62,72,375000.0,1000.0
Miguel Lázaro,Portugal,Vitória Setúbal,GK ,22,1005,60.0,64.0,55.0,63.0,61.0,62,68,300000.0,1000.0
M. Havekotte,Netherlands,Excelsior,GK ,21,1077,64.0,62.0,60.0,60.0,65.0,62,72,375000.0,1000.0
Fran,Spain,Jönköpings Södra IF,GK ,29,1000,63.0,58.0,49.0,53.0,67.0,62,62,200000.0,1000.0
A. Dykstra,United States,Sporting Kansas City,GK ,31,1133,62.0,61.0,63.0,61.0,60.0,62,62,180000.0,1000.0
Galván,Spain,CD Tenerife,GK ,24,1097,63.0,65.0,56.0,58.0,62.0,62,68,300000.0,1000.0
Marco,Portugal,FC Paços de Ferreira,GK ,22,984,66.0,58.0,59.0,58.0,65.0,62,68,300000.0,1000.0
J. Duncan,Australia,Newcastle Jets,GK ,24,1087,61.0,61.0,59.0,60.0,63.0,62,68,300000.0,1000.0
S. Sy,Senegal,AS Monaco,GK ,21,1101,66.0,59.0,58.0,57.0,63.0,62,70,350000.0,3000.0
T. Glover,Australia,Central Coast Mariners,GK ,19,881,64.0,62.0,60.0,55.0,64.0,62,78,525000.0,4000.0
N. Iwadate,Japan,Urawa Red Diamonds,GK ,28,952,63.0,65.0,67.0,57.0,63.0,62,62,210000.0,2000.0
Leandro Pestanha,Brazil,Avaí Futebol Clube,GK ,33,1086,61.0,64.0,71.0,55.0,68.0,62,62,150000.0,2000.0
E. Zelazny,France,ES Troyes AC,GK ,25,946,65.0,53.0,50.0,64.0,69.0,62,66,280000.0,3000.0
A. Tambakis,Greece,Atlanta United FC,GK ,24,988,63.0,62.0,60.0,61.0,64.0,62,67,290000.0,1000.0
G. Rehak,Argentina,Independiente,GK ,24,901,63.0,55.0,55.0,64.0,61.0,62,70,325000.0,2000.0
J. Ledesma,Argentina,Rosario Central,GK ,24,1065,62.0,59.0,64.0,58.0,65.0,62,67,290000.0,2000.0
L. Watkowiak,Germany,SV Wehen Wiesbaden,GK ,21,919,65.0,59.0,64.0,60.0,66.0,62,72,375000.0,1000.0
E. Ruiz,Colombia,La Equidad,GK ,19,1025,65.0,58.0,52.0,61.0,63.0,62,78,525000.0,1000.0
G. Zabret,Slovenia,Swansea City,GK ,21,998,68.0,57.0,55.0,58.0,66.0,62,74,425000.0,6000.0
A. Meyer,Germany,VfB Stuttgart,GK ,26,899,67.0,59.0,67.0,49.0,66.0,62,65,260000.0,3000.0
V. Vorel,Czech Republic,Sparta Praha,GK ,21,824,65.0,64.0,55.0,57.0,61.0,62,70,350000.0,1000.0
A. Dadakdeniz,Turkey,Bursaspor,GK ,17,911,63.0,61.0,58.0,58.0,65.0,62,75,400000.0,1000.0
J. Goda,Cameroon,Tours FC,GK ,28,1018,59.0,65.0,61.0,64.0,60.0,62,63,240000.0,1000.0
F. Altamirano,Argentina,Banfield,GK ,21,1088,62.0,59.0,64.0,58.0,62.0,62,75,475000.0,2000.0
K. Eisele,Germany,Hansa Rostock,GK ,22,846,65.0,61.0,63.0,56.0,67.0,62,74,425000.0,1000.0
Y. Fujigaya,Japan,Gamba Osaka,GK ,36,955,62.0,59.0,60.0,65.0,64.0,62,62,40000.0,1000.0
M. Rodák,Slovakia,Rotherham United,GK ,20,1065,62.0,59.0,69.0,59.0,65.0,62,74,425000.0,4000.0
M. Festa,Italy,Crotone,GK ,25,1065,65.0,62.0,58.0,59.0,61.0,62,67,290000.0,2000.0
K. Shimura,Japan,Júbilo Iwata,GK ,21,824,67.0,62.0,55.0,64.0,59.0,62,71,350000.0,1000.0
Aarón,Spain,Granada CF,GK ,21,1100,58.0,64.0,51.0,59.0,63.0,62,68,300000.0,1000.0
Dani Martín,Spain,Real Sporting de Gijón,GK ,18,1017,62.0,61.0,64.0,60.0,64.0,62,73,375000.0,1000.0
A. Schlager,Austria,LASK Linz,GK ,21,945,63.0,60.0,58.0,61.0,63.0,62,70,350000.0,2000.0
B. Peacock-Farrell,England,Leeds United,GK ,20,1130,61.0,62.0,63.0,58.0,63.0,62,75,475000.0,3000.0
K. Reynish,United States,Atlanta United FC,GK ,33,1017,61.0,66.0,61.0,64.0,57.0,62,62,150000.0,1000.0
D. Buchholz,Germany,Sportfreunde Lotte,GK ,32,910,61.0,66.0,43.0,64.0,61.0,62,62,170000.0,1000.0
G. Kasprzik,Poland,Górnik Zabrze,GK ,33,977,68.0,58.0,65.0,54.0,68.0,62,62,150000.0,1000.0
S. Bywater,England,Burton Albion,GK ,36,1116,64.0,62.0,57.0,66.0,53.0,62,62,40000.0,1000.0
A. Olliero,France,FC Nantes,GK ,21,1055,65.0,61.0,58.0,58.0,65.0,62,69,325000.0,2000.0
M. Van Oekel,United States,Real Salt Lake,GK ,30,1145,64.0,55.0,68.0,64.0,60.0,62,62,190000.0,1000.0
K. Piedrahita,United States,La Equidad,GK ,26,1045,63.0,61.0,59.0,61.0,64.0,62,66,270000.0,1000.0
Lee Jin Hyung,Korea Republic,Incheon United FC,GK ,29,1084,62.0,61.0,62.0,63.0,63.0,62,62,200000.0,1000.0
Rafael Broetto,Brazil,CS Marítimo,GK ,26,885,59.0,62.0,60.0,62.0,64.0,62,64,250000.0,2000.0
V. Gudiev,Russia,Terek Grozny,GK ,22,1030,64.0,58.0,59.0,61.0,64.0,62,73,400000.0,4000.0
T. Miller,United States,Seattle Sounders FC,GK ,24,966,64.0,61.0,61.0,60.0,63.0,62,70,325000.0,1000.0
A. Paleari,Italy,Cittadella,GK ,24,892,58.0,57.0,65.0,65.0,69.0,62,68,300000.0,1000.0
A. Al Sdairy,Saudi Arabia,Al Shabab,GK ,25,1095,60.0,62.0,61.0,62.0,63.0,62,66,280000.0,4000.0
E. İşcan,Turkey,Galatasaray SK,GK ,25,1010,64.0,63.0,60.0,59.0,62.0,62,66,280000.0,7000.0
Y. Brecher,Switzerland,FC Zürich,GK ,24,1082,67.0,56.0,63.0,58.0,68.0,62,70,325000.0,2000.0
E. Domaschke,Germany,SV Meppen,GK ,31,1038,61.0,62.0,66.0,56.0,63.0,62,62,180000.0,1000.0
O. Kristinsson,Iceland,Excelsior,GK ,28,1051,57.0,66.0,53.0,57.0,69.0,62,64,250000.0,2000.0
M. Sharahili,Saudi Arabia,Al Nassr,GK ,25,1038,64.0,59.0,50.0,62.0,67.0,62,64,260000.0,5000.0
B. Murphy,Republic of Ireland,St. Patrick's Athletic,GK ,32,1138,63.0,62.0,60.0,61.0,63.0,62,62,170000.0,1000.0
D. Iversen,Denmark,Leicester City,GK ,19,1064,67.0,61.0,62.0,59.0,61.0,62,76,525000.0,3000.0
F. Lončarić,Croatia,Tromsø IL,GK ,30,978,63.0,59.0,62.0,63.0,64.0,62,62,190000.0,1000.0
Je Jong Hyeon,Korea Republic,Sangju Sangmu FC,GK ,25,1059,62.0,61.0,58.0,66.0,60.0,62,66,280000.0,1000.0
T. Vaiho,Sweden,Djurgårdens IF,GK ,28,1075,61.0,56.0,52.0,59.0,70.0,62,64,250000.0,1000.0
F. Woodman,England,Newcastle United,GK ,20,1064,65.0,59.0,58.0,62.0,61.0,62,78,550000.0,6000.0
J. Ruddy,Scotland,Oldham Athletic,GK ,20,1127,62.0,59.0,54.0,61.0,64.0,62,75,475000.0,5000.0
B. Olejnik,Austria,Mansfield Town,GK ,30,976,65.0,60.0,55.0,59.0,61.0,62,62,190000.0,3000.0
M. Crépeau,Canada,Montreal Impact,GK ,23,1054,64.0,56.0,62.0,60.0,69.0,62,70,325000.0,1000.0
R. Adicéam,France,Amiens SC Football,GK ,26,868,65.0,62.0,61.0,62.0,64.0,62,65,260000.0,3000.0
D. Bertaud,France,Montpellier Hérault SC,GK ,19,1094,65.0,57.0,56.0,56.0,68.0,62,76,525000.0,2000.0
M. Oxley,England,Southend United,GK ,26,957,64.0,62.0,63.0,61.0,65.0,62,66,270000.0,2000.0
K. Seki,Japan,Vegalta Sendai,GK ,31,905,58.0,61.0,60.0,61.0,63.0,62,62,180000.0,1000.0
A. Horwath,United States,SK Brann,GK ,30,1073,62.0,57.0,60.0,65.0,64.0,62,62,190000.0,1000.0
P. Heigre,Norway,Strømsgodset IF,GK ,22,1086,63.0,61.0,60.0,60.0,64.0,62,69,325000.0,1000.0
João Pinho,Portugal,FC Paços de Ferreira,GK ,25,980,61.0,66.0,57.0,65.0,57.0,62,66,280000.0,2000.0
Lim Min Hyeok,Korea Republic,Jeonnam Dragons,GK ,23,876,62.0,62.0,58.0,61.0,63.0,62,70,325000.0,1000.0
Quique Cebriá,Spain,SD Eibar,GK ,22,893,63.0,62.0,56.0,58.0,63.0,62,71,350000.0,2000.0
F. Al Shammari,Saudi Arabia,Al Fayha,GK ,36,984,65.0,60.0,55.0,59.0,64.0,62,62,40000.0,2000.0
J. Day,England,Newport County,GK ,26,1097,64.0,54.0,53.0,62.0,70.0,62,65,260000.0,2000.0
R. Costería,Chile,Curicó Unido,GK ,33,1153,61.0,64.0,71.0,55.0,68.0,62,62,150000.0,1000.0
S. Anchoverri,Argentina,Bahía Blanca,GK ,26,960,64.0,59.0,58.0,60.0,65.0,62,65,260000.0,2000.0
R. Ragni,Italy,Ascoli,GK ,26,1115,61.0,59.0,56.0,63.0,66.0,62,64,250000.0,1000.0
A. Abedzadeh,Iran,CS Marítimo,GK ,24,906,63.0,60.0,59.0,58.0,63.0,62,67,290000.0,1000.0
P. Grazziani,Colombia,Alianza Petrolera,GK ,22,1039,63.0,60.0,58.0,63.0,64.0,62,70,325000.0,1000.0
G. Poussin,France,Girondins de Bordeaux,GK ,18,890,64.0,62.0,60.0,62.0,64.0,62,83,575000.0,2000.0
O. Mandanda,France,Girondins de Bordeaux,GK ,18,890,67.0,63.0,59.0,62.0,66.0,62,80,500000.0,2000.0
J. Leyton,Colombia,Tigres FC,GK ,26,1089,62.0,62.0,57.0,62.0,60.0,62,65,260000.0,1000.0
K. Roos,Netherlands,Port Vale,GK ,25,1091,66.0,58.0,60.0,62.0,61.0,62,66,280000.0,7000.0
Y. van Osch,Netherlands,PSV,GK ,20,1055,63.0,59.0,57.0,61.0,67.0,62,72,375000.0,2000.0
W. Norris,England,Wolverhampton Wanderers,GK ,23,1044,66.0,60.0,58.0,60.0,67.0,62,68,300000.0,5000.0
S. van der Lei,Netherlands,Willem II,GK ,24,1070,64.0,58.0,59.0,55.0,68.0,62,68,300000.0,1000.0
T. King,England,Millwall,GK ,22,1082,63.0,62.0,61.0,61.0,63.0,62,70,325000.0,4000.0
D. Bachmann,Austria,Watford,GK ,22,1090,60.0,58.0,54.0,60.0,65.0,62,72,375000.0,6000.0
Emanuel Novo,Portugal,Grupo Desportivo de Chaves,GK ,24,823,62.0,62.0,55.0,59.0,67.0,62,67,290000.0,1000.0
T. Chencinski,Canada,Shamrock Rovers,GK ,32,913,60.0,63.0,59.0,68.0,57.0,62,62,170000.0,1000.0
T. Nørgaard,Denmark,Silkeborg IF,GK ,30,1033,58.0,56.0,57.0,67.0,62.0,62,63,230000.0,2000.0
R. Pillot,France,La Berrichonne de Châteauroux,GK ,26,1050,60.0,61.0,64.0,61.0,61.0,62,64,250000.0,1000.0
Álex Guanche,Spain,UD Las Palmas,GK ,23,1102,62.0,60.0,50.0,60.0,64.0,62,69,325000.0,2000.0
M. Engelhardt,Germany,Eintracht Braunschweig,GK ,24,1078,62.0,61.0,65.0,62.0,64.0,62,67,290000.0,3000.0
B. Niasse,Senegal,KAS Eupen,GK ,20,873,71.0,60.0,57.0,51.0,66.0,62,73,400000.0,1000.0
M. Cavallotti,Argentina,Argentinos Juniors,GK ,32,894,63.0,65.0,54.0,64.0,60.0,62,62,170000.0,2000.0
B. Valette,France,Nîmes Olympique,GK ,24,1046,64.0,60.0,60.0,60.0,66.0,62,68,300000.0,1000.0
V. Belon,France,RC Lens,GK ,22,1073,64.0,61.0,61.0,57.0,62.0,62,67,290000.0,1000.0
M. Kuttin,Austria,FC Admira Wacker Mödling,GK ,23,1027,64.0,58.0,68.0,60.0,65.0,62,65,270000.0,1000.0
De la Calzada,Spain,Valencia CF,GK ,22,931,60.0,62.0,59.0,62.0,66.0,62,72,375000.0,3000.0
A. Plizzari,Italy,Ternana,GK ,17,1051,65.0,63.0,59.0,57.0,69.0,62,82,500000.0,4000.0
L. Königshofer,Austria,SpVgg Unterhaching,GK ,28,1060,65.0,55.0,53.0,59.0,66.0,62,63,240000.0,1000.0
P. Drewes,Germany,Würzburger FV,GK ,24,1018,64.0,61.0,63.0,62.0,59.0,62,70,325000.0,1000.0
D. Delaunay,France,US Quevilly-Rouen,GK ,22,1047,61.0,61.0,58.0,61.0,64.0,62,70,325000.0,1000.0
M. Buchalik,Poland,Wisła Kraków,GK ,28,1072,61.0,58.0,59.0,66.0,61.0,62,62,210000.0,1000.0
E. Verstappen,Netherlands,Eintracht Braunschweig,GK ,23,1048,61.0,58.0,61.0,59.0,61.0,61,68,260000.0,3000.0
Park Dae Han,Korea Republic,Jeonnam Dragons,GK ,21,935,63.0,59.0,57.0,57.0,63.0,61,70,300000.0,1000.0
Y. Bonnin,Argentina,Gimnasia y Esgrima La Plata,GK ,26,1073,61.0,61.0,56.0,56.0,62.0,61,64,220000.0,2000.0
S. Richey,United States,Vancouver Whitecaps FC,GK ,25,1163,62.0,57.0,61.0,59.0,62.0,61,66,240000.0,1000.0
M. Reule,Germany,SG Sonnenhof Großaspach,GK ,23,994,64.0,57.0,59.0,55.0,62.0,61,70,290000.0,1000.0
D. Stojanović,FYR Macedonia,FC St. Gallen,GK ,23,1011,65.0,57.0,58.0,56.0,68.0,61,68,260000.0,2000.0
K. Baran,Poland,Termalica Bruk-Bet Nieciecza,GK ,27,933,63.0,60.0,55.0,61.0,62.0,61,62,200000.0,1000.0
T. Aupic,France,Paris FC,GK ,32,866,64.0,57.0,56.0,59.0,65.0,61,61,140000.0,1000.0
M. Schubert,Germany,SG Dynamo Dresden,GK ,19,998,68.0,61.0,54.0,51.0,66.0,61,78,450000.0,1000.0
M. Branderhorst,Netherlands,Willem II,GK ,23,1017,63.0,59.0,56.0,59.0,60.0,61,68,260000.0,1000.0
D. Zeaiter,Lebanon,MSV Duisburg,GK ,22,958,62.0,59.0,59.0,57.0,61.0,61,66,240000.0,1000.0
K. Fickentscher,Switzerland,FC Sion,GK ,28,1034,57.0,56.0,57.0,59.0,69.0,61,61,180000.0,3000.0
Y. Gutiérrez,Mexico,Necaxa,GK ,36,1054,59.0,62.0,63.0,60.0,57.0,61,61,30000.0,1000.0
L. Bonnefoi,France,RC Strasbourg,GK ,33,989,59.0,60.0,59.0,64.0,62.0,61,61,130000.0,3000.0
R. Wulle,Germany,SV Sandhausen,GK ,23,997,60.0,59.0,57.0,59.0,62.0,61,69,280000.0,1000.0
K. Christensen,Denmark,FC København,GK ,37,976,61.0,63.0,66.0,61.0,57.0,61,61,20000.0,2000.0
T. Smith,England,Southend United,GK ,21,993,61.0,60.0,60.0,60.0,65.0,61,73,350000.0,1000.0
B. Pindroch,Slovakia,Notts County,GK ,25,1016,65.0,59.0,60.0,60.0,61.0,61,67,250000.0,3000.0
G. Guerrieri,Italy,Lazio,GK ,21,1043,62.0,59.0,58.0,59.0,61.0,61,73,350000.0,4000.0
A. Tozzo,Italy,Sampdoria,GK ,24,938,64.0,59.0,68.0,60.0,61.0,61,67,250000.0,4000.0
J. Anyon,England,Chesterfield,GK ,30,1097,65.0,54.0,57.0,54.0,66.0,61,61,160000.0,2000.0
Z. Clark,Scotland,St. Johnstone FC,GK ,25,980,64.0,56.0,57.0,62.0,67.0,61,66,240000.0,1000.0
B. Clarke,Republic of Ireland,Limerick FC,GK ,31,1087,59.0,59.0,59.0,59.0,64.0,61,61,150000.0,1000.0
J. Joronen,Finland,AC Horsens,GK ,24,923,63.0,61.0,55.0,60.0,59.0,61,67,250000.0,2000.0
J. Stephens,England,Barnet,GK ,23,1022,62.0,61.0,53.0,59.0,63.0,61,65,230000.0,2000.0
A. McCarey,Republic of Ireland,Ross County FC,GK ,25,1007,64.0,58.0,64.0,59.0,62.0,61,65,230000.0,1000.0
C. MacGillivray,England,Shrewsbury,GK ,24,1150,61.0,60.0,57.0,59.0,63.0,61,67,250000.0,1000.0
C. Horton,United States,D.C. United,GK ,22,989,60.0,58.0,56.0,60.0,62.0,61,71,300000.0,1000.0
J. Aguirre,Colombia,Atlético Bucaramanga,GK ,25,953,62.0,58.0,66.0,58.0,63.0,61,66,240000.0,1000.0
P. Fernández,Argentina,Chacarita Juniors,GK ,30,893,60.0,57.0,60.0,63.0,61.0,61,61,160000.0,2000.0
S. Flinders,England,Cheltenham Town,GK ,31,1055,61.0,60.0,55.0,61.0,61.0,61,61,150000.0,2000.0
N. Rehnen,Germany,DSC Arminia Bielefeld,GK ,20,974,60.0,59.0,57.0,62.0,61.0,61,72,350000.0,1000.0
Lee Yang Jong,Korea Republic,Daegu FC,GK ,27,1057,59.0,57.0,66.0,63.0,60.0,61,63,200000.0,1000.0
A. Ramsdale,England,Bournemouth,GK ,19,1088,62.0,59.0,53.0,58.0,68.0,61,80,450000.0,3000.0
J. Murphy,Republic of Ireland,Bury,GK ,35,1058,59.0,62.0,65.0,58.0,60.0,61,61,60000.0,1000.0
T. Nobile,Italy,Vercelli,GK ,20,830,62.0,60.0,56.0,57.0,64.0,61,70,300000.0,1000.0
M. van de Meulenhof,Netherlands,PSV,GK ,18,909,61.0,62.0,60.0,59.0,59.0,61,76,425000.0,1000.0
T. Enomoto,Japan,Urawa Red Diamonds,GK ,34,849,61.0,59.0,59.0,60.0,57.0,61,61,100000.0,2000.0
Juanpe Sánchez,Spain,Lorca Deportiva CF,GK ,21,962,60.0,58.0,61.0,61.0,62.0,61,69,280000.0,1000.0
Moon Jeong In,Korea Republic,Ulsan Hyundai Horang-i,GK ,19,877,60.0,61.0,61.0,62.0,61.0,61,73,350000.0,1000.0
S. McDermott,Republic of Ireland,Kristiansund BK,GK ,24,1037,62.0,58.0,54.0,59.0,63.0,61,68,260000.0,1000.0
M. Peškovič,Slovakia,Cracovia,GK ,35,1019,57.0,62.0,61.0,60.0,62.0,61,61,60000.0,1000.0
C. O'Malley,Republic of Ireland,Peterborough United,GK ,22,1067,62.0,60.0,57.0,63.0,62.0,61,71,300000.0,1000.0
B. Williams,England,Blackpool,GK ,34,1165,62.0,59.0,53.0,59.0,61.0,61,61,100000.0,2000.0
S. Román,Colombia,CD Once Caldas Manizales,GK ,22,1042,61.0,56.0,55.0,61.0,69.0,61,70,290000.0,1000.0
A. Dagriri,Saudi Arabia,Al Fayha,GK ,27,1086,62.0,58.0,56.0,60.0,63.0,61,61,170000.0,3000.0
W. Sietsma,Netherlands,Milton Keynes Dons,GK ,21,987,61.0,59.0,55.0,60.0,63.0,61,72,350000.0,1000.0
M. Malaeka,Saudi Arabia,Al Faisaly,GK ,31,1036,59.0,59.0,61.0,58.0,64.0,61,61,150000.0,4000.0
J. Teunckens,Belgium,Club Brugge KV,GK ,19,1052,64.0,60.0,56.0,54.0,65.0,61,74,375000.0,1000.0
J. Estrada,Mexico,Club Atlas,GK ,19,905,56.0,58.0,57.0,63.0,62.0,61,74,375000.0,1000.0
B. Meredith,United States,Seattle Sounders FC,GK ,27,1102,65.0,60.0,66.0,54.0,64.0,61,63,200000.0,1000.0
B. Wilson,England,Oldham Athletic,GK ,24,1026,61.0,60.0,57.0,58.0,61.0,61,67,250000.0,3000.0
R. ten Hove,Netherlands,Feyenoord,GK ,19,839,60.0,65.0,48.0,64.0,60.0,61,75,450000.0,1000.0
B. Kennedy,Australia,Central Coast Mariners,GK ,30,1013,62.0,58.0,58.0,62.0,60.0,61,61,160000.0,1000.0
O. De Wolf,Belgium,Sporting Lokeren,GK ,20,906,60.0,61.0,68.0,57.0,66.0,61,72,350000.0,2000.0
A. Andersson,Sweden,Östersunds FK,GK ,26,971,60.0,65.0,56.0,60.0,60.0,61,66,240000.0,1000.0
Juan Pérez,Spain,CA Osasuna,GK ,20,1014,60.0,64.0,55.0,60.0,66.0,61,74,400000.0,1000.0
S. Ando,Japan,Kawasaki Frontale,GK ,26,1052,58.0,53.0,52.0,67.0,60.0,61,63,210000.0,1000.0
L. De Bórtoli,Argentina,Temperley,GK ,28,1011,62.0,61.0,55.0,57.0,56.0,61,62,200000.0,2000.0
K. Letheren,Wales,Plymouth Argyle,GK ,29,1063,61.0,58.0,59.0,58.0,61.0,61,63,200000.0,2000.0
J. Klinsmann,United States,Hertha BSC Berlin,GK ,20,1000,59.0,58.0,65.0,63.0,66.0,61,76,450000.0,3000.0
A. Falch,Norway,IFK Norrköping,GK ,25,1104,60.0,58.0,59.0,59.0,63.0,61,67,250000.0,1000.0
R. Laidlaw,Scotland,Hibernian,GK ,24,856,63.0,59.0,58.0,62.0,59.0,61,67,250000.0,1000.0
J. Kiassumbua,DR Congo,FC Lugano,GK ,25,962,67.0,50.0,49.0,57.0,68.0,61,65,230000.0,1000.0
T. Königsmann,Germany,SpVgg Greuther Fürth,GK ,20,1123,59.0,63.0,64.0,51.0,70.0,61,73,350000.0,1000.0
Campos,Spain,CD Numancia,GK ,22,943,63.0,60.0,65.0,57.0,65.0,61,70,290000.0,1000.0
E. Edwards Jr.,United States,Orlando City Soccer Club,GK ,25,1055,58.0,64.0,60.0,65.0,57.0,61,67,250000.0,1000.0
T. Casali,Austria,SV Mattersburg,GK ,21,871,63.0,57.0,59.0,58.0,64.0,61,67,250000.0,2000.0
G. Morris,England,Crawley Town,GK ,33,1155,67.0,56.0,62.0,55.0,64.0,61,61,130000.0,2000.0
T. Dähne,Germany,HJK Helsinki,GK ,23,1086,63.0,56.0,48.0,61.0,65.0,61,70,290000.0,1000.0
Hwang ByeongGeun,Korea Republic,Jeonbuk Hyundai Motors,GK ,23,1005,63.0,58.0,56.0,58.0,60.0,60,69,240000.0,1000.0
G. Alcalá,Mexico,Querétaro,GK ,24,1138,65.0,54.0,55.0,56.0,64.0,60,65,200000.0,1000.0
S. Massolo,Italy,Virtus Entella,GK ,21,1064,59.0,57.0,55.0,57.0,66.0,60,73,325000.0,1000.0
A. Kacou,Ivory Coast,Tours FC,GK ,21,883,60.0,58.0,57.0,58.0,62.0,60,69,240000.0,1000.0
B. Makendzhiev,Bulgaria,,GK ,28,1032,61.0,54.0,60.0,69.0,58.0,60,60,0.0,0.0
G. Singh Sandhu,India,,GK ,25,1037,63.0,59.0,59.0,58.0,60.0,60,65,0.0,0.0
R. Ramírez,Argentina,Godoy Cruz,GK ,20,1022,63.0,57.0,58.0,57.0,62.0,60,72,290000.0,1000.0
S. Farelli,Italy,Novara,GK ,34,1039,67.0,57.0,56.0,55.0,63.0,60,60,80000.0,1000.0
B. Janssen,Netherlands,Sparta Rotterdam,GK ,22,866,63.0,58.0,65.0,63.0,59.0,60,67,210000.0,1000.0
M. Crowe,Wales,Ipswich Town,GK ,21,1036,57.0,60.0,58.0,60.0,58.0,60,68,230000.0,2000.0
S. Laiton,France,AJ Auxerre,GK ,17,1074,57.0,59.0,53.0,56.0,59.0,60,82,375000.0,1000.0
Sillero,Spain,CF Reus Deportiu,GK ,23,1050,62.0,56.0,58.0,56.0,65.0,60,65,200000.0,1000.0
T. Okubo,Japan,F.C. Tokyo,GK ,27,871,56.0,56.0,51.0,69.0,61.0,60,63,170000.0,1000.0
F. Stritzel,Germany,SV Darmstadt 98,GK ,23,881,62.0,55.0,53.0,65.0,58.0,60,67,210000.0,2000.0
Calzado,Spain,C.D. Leonesa S.A.D.,GK ,33,1259,58.0,62.0,61.0,55.0,59.0,60,60,100000.0,1000.0
D. Gyollai,Hungary,Stoke City,GK ,20,1041,67.0,58.0,56.0,53.0,63.0,60,76,375000.0,4000.0
T. Holý,Czech Republic,Gillingham,GK ,25,996,60.0,59.0,76.0,61.0,75.0,60,66,200000.0,1000.0
D. Evtimov,Bulgaria,Nottingham Forest,GK ,23,963,59.0,62.0,58.0,60.0,56.0,60,68,230000.0,3000.0
D. Phillips,England,Charlton Athletic,GK ,22,1047,64.0,53.0,52.0,59.0,65.0,60,72,290000.0,1000.0
G. Yordan,Argentina,Vélez Sarsfield,GK ,23,1000,60.0,59.0,56.0,57.0,65.0,60,66,210000.0,1000.0
D. Podleśny,Poland,Lechia Gdańsk,GK ,22,1002,59.0,63.0,69.0,56.0,55.0,60,67,210000.0,1000.0
Choi Bong Jin,Korea Republic,GwangJu FC,GK ,25,1144,57.0,59.0,66.0,66.0,57.0,60,66,200000.0,1000.0
J. Coleman,England,Huddersfield Town,GK ,21,1035,61.0,60.0,55.0,57.0,61.0,60,73,325000.0,3000.0
G. Gómez,Argentina,Racing Club de Avellaneda,GK ,21,904,66.0,56.0,60.0,57.0,59.0,60,70,260000.0,1000.0
D. Martínez,Colombia,Patriotas Boyacá FC,GK ,27,1021,59.0,55.0,61.0,58.0,61.0,60,64,180000.0,1000.0
K. Yaşar,Turkey,Kasimpaşa SK,GK ,22,927,61.0,59.0,56.0,58.0,60.0,60,66,210000.0,1000.0
R. Husić,Germany,VfR Aalen,GK ,21,1018,62.0,60.0,58.0,57.0,61.0,60,69,240000.0,1000.0
J. Mosquera,Colombia,CPD Junior Barranquilla,GK ,25,1064,72.0,53.0,53.0,55.0,59.0,60,64,190000.0,1000.0
O. Kudryk,Ukraine,Shakhtar Donetsk,GK ,20,853,58.0,56.0,49.0,64.0,63.0,60,70,260000.0,1000.0
Javi Díaz,Spain,Sevilla FC,GK ,20,1125,67.0,57.0,56.0,58.0,59.0,60,72,290000.0,1000.0
D. Alampasu,Nigeria,CD Feirense,GK ,20,829,62.0,58.0,58.0,60.0,59.0,60,69,240000.0,1000.0
D. Reimann,Germany,Borussia Dortmund,GK ,20,989,62.0,60.0,66.0,52.0,64.0,60,74,375000.0,4000.0
J. van der Sar,Netherlands,ADO Den Haag,GK ,19,1063,58.0,62.0,69.0,54.0,59.0,60,72,280000.0,1000.0
G. Villar,Argentina,Bahía Blanca,GK ,22,847,64.0,57.0,61.0,57.0,59.0,60,68,230000.0,1000.0
N. Temperini,Argentina,Newell's Old Boys,GK ,22,975,62.0,56.0,61.0,58.0,62.0,60,69,240000.0,2000.0
Tanis,Spain,Real Valladolid,GK ,21,973,62.0,57.0,58.0,55.0,63.0,60,70,260000.0,1000.0
A. Redmayne,Australia,Sydney FC,GK ,28,970,62.0,55.0,56.0,58.0,64.0,60,60,150000.0,1000.0
M. Gliwa,Poland,Sandecja Nowy Sącz,GK ,29,967,60.0,57.0,52.0,59.0,64.0,60,60,140000.0,1000.0
P. Farman,England,Lincoln City,GK ,27,1055,61.0,57.0,63.0,54.0,63.0,60,63,170000.0,2000.0
L. Carević,Montenegro,FC Barcelona B,GK ,18,856,60.0,58.0,63.0,58.0,62.0,60,74,350000.0,1000.0
A. Bouchard,France,Chamois Niortais FC,GK ,29,883,60.0,58.0,65.0,57.0,63.0,60,60,140000.0,1000.0
L. Skowron,Poland,St. Patrick's Athletic,GK ,26,1025,58.0,60.0,48.0,53.0,69.0,60,65,190000.0,1000.0
J. Tyson,Australia,Western Sydney Wanderers,GK ,27,1053,59.0,59.0,58.0,58.0,62.0,60,60,140000.0,1000.0
