Name,Nationality,Club,Preferred Positions,Age,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Overall,Potential,Wage,Value
J. Tjørnelund,Denmark,Hobro IK,LM LB ,25,1610,78.0,64.0,84.0,56.0,60.0,59.0,62.0,53.0,55.0,36.0,40.0,31.0,59.0,60.0,49.0,42.0,62.0,19.0,48.0,62.0,58.0,35.0,69.0,75.0,66.0,66.0,71.0,55.0,40.0,64,69,3000.0,500000.0
M. Normann,Norway,Molde FK,CM ,21,1786,72.0,73.0,75.0,66.0,68.0,53.0,58.0,59.0,66.0,53.0,46.0,54.0,59.0,74.0,66.0,50.0,56.0,52.0,49.0,56.0,66.0,69.0,57.0,69.0,78.0,58.0,75.0,64.0,49.0,64,75,10000.0,775000.0
A. De Sart,Belgium,Sint-Truidense VV,CAM CDM CM ,20,1775,57.0,62.0,67.0,67.0,67.0,57.0,69.0,72.0,61.0,42.0,64.0,65.0,57.0,47.0,62.0,67.0,55.0,51.0,58.0,61.0,64.0,65.0,60.0,57.0,68.0,62.0,57.0,68.0,60.0,64,73,3000.0,700000.0
M. Timlin,Republic of Ireland,Southend United,LB LM CM ,32,1731,51.0,82.0,65.0,71.0,61.0,62.0,57.0,38.0,61.0,50.0,50.0,49.0,58.0,88.0,65.0,58.0,36.0,42.0,48.0,63.0,65.0,60.0,62.0,63.0,76.0,63.0,72.0,65.0,53.0,64,64,3000.0,350000.0
R. Takeuchi,Japan,Shimizu S-Pulse,CM ,26,1773,66.0,62.0,65.0,73.0,65.0,52.0,55.0,51.0,62.0,52.0,50.0,58.0,54.0,75.0,63.0,64.0,64.0,49.0,58.0,50.0,69.0,62.0,61.0,66.0,69.0,65.0,70.0,68.0,43.0,64,64,2000.0,475000.0
J. Mehl,Denmark,AC Horsens,ST LM RM ,30,1645,69.0,41.0,73.0,75.0,63.0,66.0,67.0,57.0,63.0,60.0,56.0,51.0,65.0,55.0,63.0,58.0,20.0,53.0,61.0,61.0,64.0,61.0,27.0,64.0,57.0,23.0,64.0,59.0,59.0,64,64,4000.0,425000.0
M. Crooks,England,Northampton Town,CM CDM ,23,1686,69.0,70.0,68.0,58.0,65.0,59.0,40.0,49.0,60.0,54.0,34.0,66.0,59.0,58.0,62.0,60.0,54.0,36.0,60.0,58.0,69.0,55.0,58.0,66.0,70.0,63.0,82.0,56.0,42.0,64,73,2000.0,600000.0
A. Ndom,France,Stade de Reims,CM CDM ,21,1676,54.0,41.0,57.0,52.0,70.0,62.0,39.0,44.0,67.0,48.0,44.0,71.0,66.0,69.0,65.0,62.0,55.0,66.0,57.0,49.0,67.0,59.0,55.0,61.0,56.0,67.0,81.0,66.0,46.0,64,73,2000.0,600000.0
Park Sun Ju,Korea Republic,Gangwon FC,LM LB ,25,1732,76.0,53.0,77.0,77.0,58.0,53.0,60.0,59.0,58.0,58.0,55.0,49.0,46.0,61.0,57.0,49.0,64.0,51.0,63.0,65.0,63.0,57.0,63.0,84.0,69.0,64.0,48.0,52.0,46.0,64,67,2000.0,475000.0
I. Buckley-Ricketts,England,FC Twente,ST RM ,19,1508,84.0,42.0,83.0,72.0,69.0,64.0,62.0,41.0,70.0,58.0,28.0,45.0,19.0,51.0,38.0,46.0,23.0,58.0,53.0,57.0,56.0,55.0,22.0,77.0,59.0,24.0,48.0,53.0,52.0,64,77,2000.0,850000.0
L. Verna,Italy,Carpi,CM ,24,1598,60.0,58.0,63.0,66.0,58.0,64.0,39.0,42.0,57.0,46.0,41.0,52.0,64.0,56.0,68.0,48.0,40.0,42.0,58.0,62.0,70.0,50.0,53.0,64.0,74.0,56.0,63.0,65.0,39.0,64,71,1000.0,625000.0
I. Mbombo,DR Congo,Al Shabab,RM LM ST ,21,1556,79.0,28.0,71.0,62.0,63.0,62.0,62.0,53.0,64.0,66.0,49.0,47.0,17.0,73.0,57.0,55.0,11.0,56.0,58.0,59.0,60.0,64.0,10.0,77.0,67.0,12.0,75.0,52.0,57.0,64,72,8000.0,675000.0
F. Aird,Canada,,RM RB ,22,1752,85.0,70.0,74.0,76.0,62.0,55.0,65.0,65.0,62.0,50.0,35.0,50.0,60.0,60.0,55.0,58.0,57.0,49.0,55.0,55.0,60.0,64.0,57.0,85.0,78.0,59.0,50.0,61.0,49.0,64,68,0.0,0.0
M. Duke,Australia,Shimizu S-Pulse,ST RM ,26,1689,80.0,36.0,75.0,62.0,62.0,60.0,56.0,43.0,64.0,65.0,51.0,58.0,26.0,82.0,59.0,66.0,38.0,60.0,61.0,54.0,65.0,76.0,35.0,79.0,65.0,41.0,75.0,48.0,56.0,64,64,2000.0,475000.0
H. Chapman,England,Blackburn Rovers,CAM LM ,19,1612,76.0,50.0,71.0,72.0,63.0,57.0,56.0,52.0,68.0,57.0,48.0,45.0,30.0,59.0,58.0,52.0,28.0,54.0,58.0,54.0,62.0,56.0,32.0,72.0,65.0,29.0,58.0,66.0,59.0,64,82,3000.0,975000.0
B. Pintol,Bosnia Herzegovina,Hallescher FC,CAM ST ,27,1715,69.0,66.0,71.0,62.0,68.0,66.0,57.0,54.0,64.0,56.0,60.0,60.0,46.0,72.0,40.0,62.0,22.0,67.0,62.0,60.0,64.0,65.0,35.0,73.0,82.0,37.0,77.0,63.0,56.0,64,64,1000.0,475000.0
G. Di Chiara,Italy,Benevento Calcio,LM LB ,23,1549,66.0,62.0,58.0,59.0,62.0,68.0,59.0,28.0,57.0,23.0,30.0,58.0,59.0,70.0,60.0,33.0,58.0,34.0,44.0,56.0,62.0,54.0,67.0,69.0,68.0,66.0,70.0,37.0,29.0,64,69,6000.0,500000.0
J. Clark,England,Accrington Stanley,CAM RM ,23,1709,81.0,57.0,92.0,72.0,62.0,56.0,60.0,63.0,63.0,54.0,56.0,55.0,48.0,57.0,59.0,56.0,40.0,41.0,58.0,57.0,61.0,55.0,41.0,80.0,70.0,44.0,58.0,61.0,57.0,64,65,3000.0,550000.0
W. Cartagena,Peru,,CDM ,22,1736,72.0,74.0,78.0,81.0,61.0,54.0,48.0,59.0,59.0,40.0,47.0,60.0,65.0,74.0,59.0,40.0,61.0,50.0,65.0,56.0,67.0,59.0,61.0,67.0,59.0,67.0,60.0,50.0,39.0,64,75,0.0,0.0
Kim Seung Yong,Korea Republic,Gangwon FC,LW CAM ,32,1725,67.0,46.0,57.0,61.0,63.0,63.0,70.0,76.0,63.0,65.0,78.0,53.0,47.0,57.0,66.0,63.0,37.0,67.0,62.0,63.0,64.0,68.0,47.0,59.0,61.0,50.0,56.0,65.0,34.0,64,64,2000.0,350000.0
D. Vega,Argentina,Bahía Blanca,CAM LM CM ,36,1696,64.0,65.0,66.0,67.0,69.0,66.0,67.0,62.0,66.0,59.0,65.0,42.0,54.0,64.0,64.0,65.0,39.0,59.0,66.0,67.0,67.0,66.0,40.0,52.0,52.0,45.0,58.0,60.0,36.0,64,64,2000.0,140000.0
C. Barrett,United States,Real Salt Lake,RM ST ,32,1604,54.0,65.0,53.0,65.0,64.0,64.0,44.0,59.0,58.0,62.0,55.0,64.0,40.0,65.0,45.0,57.0,32.0,63.0,67.0,63.0,59.0,69.0,26.0,53.0,51.0,27.0,74.0,54.0,60.0,64,64,3000.0,350000.0
Ahn Yong Woo,Korea Republic,Sagan Tosu,RM RW ,25,1657,77.0,42.0,76.0,74.0,65.0,67.0,67.0,56.0,63.0,61.0,52.0,41.0,32.0,60.0,62.0,58.0,35.0,49.0,58.0,58.0,64.0,60.0,31.0,73.0,76.0,36.0,57.0,60.0,52.0,64,65,2000.0,525000.0
S. Lundholm,Sweden,IK Sirius,LM ,23,1643,79.0,42.0,86.0,80.0,69.0,53.0,65.0,66.0,68.0,44.0,61.0,45.0,43.0,55.0,50.0,58.0,40.0,45.0,52.0,54.0,61.0,48.0,34.0,74.0,62.0,39.0,51.0,58.0,57.0,64,69,1000.0,600000.0
T. Bingöl,Turkey,Göztepe,RM ,24,1569,79.0,50.0,55.0,65.0,63.0,40.0,65.0,60.0,64.0,59.0,49.0,44.0,26.0,42.0,54.0,50.0,33.0,64.0,58.0,58.0,62.0,64.0,27.0,82.0,64.0,28.0,58.0,52.0,52.0,64,68,5000.0,600000.0
A. Abbas,Iraq,Wellington Phoenix,LM CM LB ,30,1830,77.0,69.0,72.0,73.0,65.0,51.0,58.0,60.0,62.0,56.0,61.0,44.0,60.0,39.0,63.0,55.0,59.0,66.0,58.0,61.0,65.0,59.0,57.0,77.0,81.0,61.0,82.0,62.0,57.0,64,64,2000.0,325000.0
E. Hansson,Norway,Feyenoord,CAM ,18,1526,78.0,32.0,82.0,87.0,70.0,64.0,62.0,62.0,70.0,46.0,47.0,30.0,19.0,71.0,41.0,38.0,21.0,54.0,60.0,48.0,67.0,57.0,30.0,72.0,54.0,24.0,48.0,65.0,42.0,64,80,3000.0,925000.0
A. Gasilin,Russia,Amkar Perm,LM ST ,21,1570,69.0,49.0,57.0,65.0,59.0,63.0,50.0,58.0,56.0,64.0,45.0,61.0,29.0,68.0,47.0,61.0,17.0,65.0,64.0,60.0,56.0,70.0,18.0,69.0,62.0,19.0,70.0,45.0,53.0,64,75,6000.0,775000.0
O. Bonnes,Niger,GwangJu FC,CDM CM ,27,1741,68.0,75.0,67.0,68.0,57.0,54.0,54.0,37.0,54.0,39.0,40.0,66.0,68.0,64.0,65.0,59.0,65.0,36.0,55.0,63.0,69.0,64.0,63.0,67.0,74.0,68.0,75.0,67.0,34.0,64,64,2000.0,475000.0
J. Chapman,Canada,Toronto FC,CAM CM ,23,1731,64.0,69.0,62.0,67.0,68.0,63.0,49.0,62.0,67.0,52.0,52.0,55.0,52.0,69.0,61.0,55.0,49.0,56.0,62.0,66.0,66.0,59.0,47.0,58.0,70.0,54.0,67.0,64.0,54.0,64,72,2000.0,650000.0
U. Hassan Sale,Nigeria,Viking FK,CM RM ,21,1680,88.0,69.0,64.0,70.0,64.0,55.0,49.0,46.0,60.0,57.0,39.0,50.0,46.0,63.0,57.0,57.0,40.0,47.0,54.0,59.0,62.0,61.0,53.0,85.0,75.0,56.0,70.0,58.0,33.0,64,76,1000.0,800000.0
W. Vaulks,England,Rotherham United,RB CM CDM ,23,1700,61.0,58.0,61.0,65.0,63.0,36.0,51.0,42.0,56.0,54.0,50.0,64.0,64.0,66.0,62.0,69.0,61.0,52.0,23.0,53.0,65.0,68.0,62.0,60.0,73.0,63.0,72.0,66.0,28.0,64,73,3000.0,600000.0
Sarsanedas,Spain,FC Barcelona B,CB CM CDM ,20,1658,58.0,64.0,56.0,69.0,61.0,59.0,56.0,46.0,59.0,45.0,34.0,57.0,61.0,63.0,61.0,66.0,64.0,36.0,41.0,58.0,63.0,67.0,63.0,62.0,70.0,65.0,64.0,58.0,38.0,64,78,2000.0,900000.0
S. Chéré,France,Bourg en Bresse Péronnas 01,CDM ,30,1702,62.0,63.0,61.0,78.0,54.0,58.0,65.0,49.0,52.0,54.0,48.0,53.0,62.0,61.0,64.0,55.0,61.0,49.0,49.0,61.0,68.0,53.0,57.0,59.0,77.0,64.0,61.0,61.0,48.0,64,64,2000.0,325000.0
Y. Thermann,Germany,SG Sonnenhof Großaspach,CM ,23,1740,81.0,47.0,84.0,83.0,64.0,64.0,53.0,61.0,63.0,55.0,33.0,36.0,58.0,81.0,56.0,60.0,46.0,52.0,56.0,71.0,64.0,64.0,38.0,75.0,87.0,55.0,62.0,59.0,47.0,64,70,1000.0,600000.0
M. Harriman,Republic of Ireland,Wycombe Wanderers,LM LB RM RB ,24,1695,76.0,59.0,75.0,80.0,60.0,55.0,63.0,40.0,59.0,43.0,29.0,60.0,56.0,87.0,46.0,52.0,58.0,44.0,49.0,55.0,60.0,45.0,59.0,78.0,83.0,63.0,70.0,43.0,54.0,64,69,4000.0,500000.0
Joaninho Chagas,Brazil,Avaí Futebol Clube,CAM ,29,1670,69.0,60.0,63.0,68.0,66.0,54.0,52.0,56.0,57.0,49.0,59.0,60.0,38.0,52.0,64.0,67.0,49.0,42.0,53.0,63.0,70.0,49.0,59.0,61.0,44.0,74.0,54.0,70.0,45.0,64,64,5000.0,450000.0
M. Lalkovič,Slovakia,Portsmouth,LM ,24,1708,85.0,54.0,91.0,89.0,68.0,56.0,57.0,69.0,67.0,55.0,53.0,42.0,26.0,75.0,50.0,57.0,39.0,55.0,59.0,60.0,55.0,53.0,36.0,83.0,69.0,37.0,60.0,53.0,55.0,64,70,3000.0,625000.0
J. Menéndez,Argentina,Talleres de Cordoba,LW LM ,23,1569,85.0,41.0,87.0,83.0,58.0,55.0,48.0,59.0,74.0,63.0,45.0,43.0,25.0,71.0,46.0,63.0,15.0,42.0,63.0,52.0,58.0,63.0,22.0,88.0,63.0,19.0,32.0,62.0,55.0,64,71,4000.0,625000.0
S. Palermo,Italy,Virtus Entella,CM ,28,1692,67.0,68.0,62.0,66.0,64.0,64.0,62.0,53.0,66.0,48.0,56.0,48.0,57.0,48.0,63.0,55.0,30.0,48.0,65.0,65.0,68.0,67.0,54.0,65.0,65.0,61.0,65.0,59.0,50.0,64,64,1000.0,450000.0
Mairdel Sampaio,Brazil,Associação Atlética Ponte Preta,CAM ,29,1583,75.0,42.0,72.0,74.0,63.0,54.0,44.0,62.0,70.0,55.0,58.0,47.0,59.0,65.0,50.0,52.0,19.0,57.0,56.0,59.0,59.0,59.0,20.0,73.0,47.0,21.0,52.0,72.0,46.0,64,64,5000.0,450000.0
H. Akpan,Nigeria,Burton Albion,CDM CM ,25,1803,64.0,70.0,67.0,62.0,65.0,64.0,52.0,53.0,62.0,52.0,46.0,73.0,67.0,73.0,56.0,55.0,60.0,51.0,59.0,66.0,64.0,63.0,61.0,69.0,77.0,66.0,79.0,59.0,51.0,64,66,4000.0,550000.0
You Ju An,Korea Republic,Suwon Samsung Bluewings,CAM ST ,18,1614,70.0,57.0,70.0,64.0,63.0,56.0,40.0,46.0,63.0,65.0,37.0,58.0,31.0,58.0,61.0,42.0,42.0,55.0,66.0,59.0,64.0,63.0,36.0,73.0,67.0,38.0,58.0,64.0,48.0,64,81,2000.0,950000.0
R. Jenkins,England,Viking FK,CM ,26,1708,70.0,62.0,63.0,54.0,64.0,52.0,64.0,51.0,62.0,55.0,40.0,55.0,48.0,57.0,62.0,59.0,51.0,39.0,57.0,72.0,69.0,58.0,48.0,70.0,76.0,54.0,77.0,59.0,54.0,64,67,2000.0,550000.0
K. Rendón,Colombia,Patriotas Boyacá FC,RM CM CAM ,24,1827,74.0,67.0,71.0,64.0,61.0,62.0,63.0,68.0,63.0,53.0,70.0,58.0,64.0,57.0,62.0,54.0,58.0,60.0,64.0,61.0,67.0,66.0,59.0,75.0,78.0,58.0,66.0,65.0,58.0,64,71,1000.0,625000.0
G. Felicioli,Italy,Hellas Verona,LM LB ,19,1711,70.0,60.0,71.0,64.0,66.0,57.0,67.0,56.0,63.0,51.0,39.0,47.0,56.0,62.0,53.0,51.0,62.0,53.0,54.0,66.0,63.0,65.0,63.0,66.0,67.0,62.0,58.0,49.0,49.0,64,76,10000.0,675000.0
O. Albornoz,Colombia,Deportes Tolima,LM LB ,21,1536,74.0,48.0,62.0,63.0,56.0,45.0,65.0,48.0,46.0,29.0,26.0,58.0,58.0,71.0,47.0,31.0,55.0,39.0,45.0,59.0,61.0,22.0,62.0,73.0,81.0,64.0,57.0,50.0,27.0,64,75,1000.0,675000.0
B. Borrello,Australia,1. FC Kaiserslautern,RM ,21,1599,82.0,55.0,83.0,71.0,63.0,60.0,55.0,60.0,65.0,66.0,34.0,39.0,21.0,57.0,35.0,52.0,16.0,59.0,66.0,50.0,56.0,65.0,19.0,86.0,76.0,17.0,74.0,60.0,61.0,64,72,3000.0,675000.0
D. Brooks,Wales,Sheffield United,CAM ,19,1573,66.0,51.0,75.0,94.0,65.0,58.0,48.0,53.0,68.0,52.0,48.0,33.0,34.0,65.0,64.0,50.0,22.0,49.0,49.0,53.0,69.0,49.0,28.0,63.0,60.0,38.0,59.0,67.0,50.0,64,81,7000.0,975000.0
D. Parrett,England,AFC Wimbledon,RM CM ,25,1751,64.0,53.0,74.0,76.0,65.0,64.0,54.0,65.0,62.0,56.0,64.0,48.0,44.0,70.0,64.0,63.0,43.0,59.0,60.0,53.0,69.0,65.0,45.0,70.0,73.0,48.0,62.0,69.0,56.0,64,69,3000.0,600000.0
M. Álvarez,Germany,VfL Osnabrück,CAM ST CF ,25,1609,55.0,47.0,67.0,74.0,73.0,59.0,47.0,61.0,68.0,66.0,91.0,60.0,20.0,62.0,42.0,63.0,25.0,55.0,64.0,65.0,58.0,68.0,21.0,56.0,53.0,22.0,80.0,55.0,60.0,64,67,1000.0,575000.0
L. Rose,Australia,Central Coast Mariners,CB CDM ,20,1715,74.0,78.0,73.0,87.0,59.0,63.0,52.0,41.0,58.0,41.0,32.0,37.0,67.0,72.0,59.0,53.0,55.0,42.0,57.0,62.0,61.0,56.0,53.0,74.0,89.0,60.0,71.0,62.0,42.0,64,76,1000.0,725000.0
A. Fukuta,Japan,Sagan Tosu,CM ,25,1708,79.0,68.0,73.0,80.0,66.0,42.0,59.0,43.0,64.0,46.0,39.0,44.0,58.0,65.0,59.0,49.0,57.0,39.0,62.0,64.0,65.0,56.0,54.0,74.0,76.0,60.0,57.0,64.0,44.0,64,65,2000.0,525000.0
R. Lopes,Republic of Ireland,Shamrock Rovers,CDM CB ,25,1478,47.0,72.0,49.0,53.0,57.0,59.0,43.0,36.0,48.0,23.0,28.0,56.0,56.0,78.0,53.0,25.0,61.0,39.0,45.0,53.0,56.0,43.0,60.0,44.0,77.0,62.0,86.0,49.0,27.0,64,68,1000.0,500000.0
L. Mancinelli,Argentina,Bahía Blanca,RB RM ,27,1862,72.0,67.0,84.0,80.0,63.0,62.0,61.0,63.0,62.0,56.0,50.0,69.0,65.0,79.0,65.0,61.0,63.0,53.0,58.0,63.0,63.0,71.0,61.0,63.0,68.0,68.0,52.0,65.0,53.0,64,64,3000.0,475000.0
B. Thompson,England,Millwall,CM ,21,1735,68.0,71.0,72.0,69.0,63.0,64.0,50.0,53.0,63.0,41.0,36.0,59.0,60.0,74.0,62.0,58.0,59.0,45.0,52.0,63.0,65.0,62.0,61.0,69.0,77.0,62.0,74.0,63.0,38.0,64,75,8000.0,775000.0
B. Stevenson,England,Coventry City,CDM CM ,20,1722,77.0,42.0,65.0,77.0,64.0,70.0,60.0,61.0,64.0,59.0,47.0,42.0,61.0,56.0,64.0,62.0,51.0,54.0,51.0,55.0,70.0,66.0,54.0,72.0,69.0,59.0,51.0,62.0,51.0,64,79,4000.0,975000.0
Z. Youssouf,France,Girondins de Bordeaux,CM ,17,1764,68.0,72.0,67.0,76.0,63.0,65.0,49.0,61.0,66.0,46.0,52.0,47.0,62.0,62.0,69.0,41.0,57.0,55.0,53.0,59.0,70.0,72.0,58.0,69.0,75.0,63.0,65.0,59.0,53.0,64,79,6000.0,875000.0
A. Al Dawsari,Saudi Arabia,Al Hilal,CM RM LM ,28,1637,67.0,49.0,76.0,70.0,60.0,51.0,63.0,68.0,65.0,59.0,56.0,25.0,44.0,48.0,62.0,64.0,33.0,51.0,62.0,57.0,66.0,63.0,32.0,67.0,58.0,40.0,59.0,65.0,61.0,64,64,11000.0,450000.0
S. Inagaki,Japan,Sanfrecce Hiroshima,CF CM ,25,1747,72.0,57.0,70.0,65.0,68.0,60.0,64.0,55.0,65.0,65.0,60.0,53.0,55.0,45.0,65.0,66.0,46.0,63.0,60.0,56.0,66.0,64.0,47.0,70.0,69.0,45.0,68.0,59.0,58.0,64,68,4000.0,575000.0
T. Eriksson,Sweden,Kalmar FF,RM ,32,1764,64.0,68.0,73.0,73.0,64.0,55.0,66.0,65.0,58.0,56.0,68.0,45.0,53.0,75.0,65.0,64.0,41.0,49.0,62.0,63.0,65.0,57.0,47.0,58.0,76.0,54.0,60.0,67.0,59.0,64,64,2000.0,350000.0
D. Koukou,Benin,RC Lens,CM CDM ,26,1661,58.0,65.0,53.0,59.0,58.0,66.0,49.0,41.0,53.0,49.0,44.0,70.0,67.0,60.0,55.0,47.0,64.0,59.0,33.0,59.0,59.0,59.0,59.0,64.0,81.0,70.0,75.0,55.0,36.0,64,66,3000.0,450000.0
B. Tekpetey,Ghana,SCR Altach,LW LM ,19,1602,83.0,34.0,77.0,84.0,67.0,50.0,56.0,48.0,68.0,56.0,42.0,48.0,21.0,55.0,52.0,55.0,33.0,50.0,58.0,56.0,64.0,70.0,35.0,75.0,54.0,29.0,66.0,51.0,57.0,64,80,6000.0,975000.0
Juanje,Spain,Sevilla Atlético,LM RM ,22,1543,81.0,34.0,82.0,93.0,68.0,57.0,62.0,60.0,71.0,55.0,39.0,40.0,18.0,76.0,49.0,43.0,22.0,52.0,56.0,51.0,56.0,57.0,23.0,80.0,55.0,29.0,33.0,57.0,47.0,64,74,2000.0,725000.0
Dani Rodríguez,Spain,Albacete Balompié,CAM CM ,29,1741,66.0,60.0,64.0,70.0,64.0,62.0,58.0,64.0,62.0,64.0,57.0,56.0,55.0,63.0,63.0,63.0,52.0,52.0,54.0,69.0,62.0,59.0,58.0,56.0,62.0,62.0,61.0,65.0,46.0,64,64,3000.0,425000.0
R. Brown,England,Rochdale,CM RB CB ,25,1560,64.0,71.0,65.0,54.0,59.0,45.0,50.0,28.0,55.0,27.0,55.0,64.0,54.0,73.0,53.0,33.0,63.0,43.0,34.0,63.0,67.0,38.0,60.0,65.0,66.0,60.0,77.0,52.0,15.0,64,68,2000.0,500000.0
Hong Jeong Un,Korea Republic,Daegu FC,CDM CB ,22,1455,63.0,60.0,49.0,56.0,42.0,37.0,42.0,28.0,33.0,22.0,28.0,68.0,64.0,76.0,50.0,41.0,62.0,39.0,22.0,59.0,64.0,45.0,60.0,55.0,65.0,64.0,72.0,40.0,29.0,64,72,2000.0,575000.0
F. Kastrati,Kosovo,Sandefjord Fotball,RM LM ST ,25,1712,81.0,78.0,76.0,62.0,63.0,52.0,53.0,54.0,66.0,56.0,41.0,64.0,49.0,79.0,44.0,55.0,25.0,67.0,58.0,60.0,57.0,70.0,36.0,81.0,75.0,39.0,63.0,57.0,54.0,64,67,2000.0,575000.0
M. Janzer,Germany,Holstein Kiel,ST RM LM ,25,1685,74.0,59.0,75.0,76.0,64.0,60.0,59.0,50.0,66.0,61.0,41.0,54.0,47.0,69.0,54.0,52.0,40.0,49.0,58.0,63.0,64.0,61.0,45.0,67.0,60.0,46.0,68.0,56.0,57.0,64,66,4000.0,550000.0
A. Stølås,Norway,FK Haugesund,LM LB ,28,1863,69.0,58.0,75.0,64.0,66.0,55.0,67.0,68.0,68.0,63.0,66.0,51.0,57.0,73.0,60.0,68.0,59.0,60.0,56.0,61.0,64.0,82.0,60.0,71.0,75.0,63.0,69.0,66.0,55.0,64,64,2000.0,350000.0
S. Mallan,Scotland,Barnsley,LM CM ,21,1761,68.0,52.0,73.0,71.0,66.0,57.0,56.0,61.0,68.0,60.0,66.0,54.0,54.0,68.0,63.0,68.0,51.0,42.0,62.0,57.0,63.0,66.0,56.0,69.0,68.0,57.0,63.0,63.0,56.0,64,78,3000.0,975000.0
R. Boujedra,Tunisia,US Quevilly-Rouen,LM RM CAM ,23,1656,69.0,47.0,77.0,77.0,64.0,60.0,62.0,53.0,66.0,59.0,59.0,41.0,34.0,53.0,60.0,49.0,46.0,50.0,52.0,59.0,66.0,69.0,39.0,74.0,66.0,35.0,50.0,69.0,60.0,64,69,2000.0,600000.0
C. Ronan,Republic of Ireland,Wolverhampton Wanderers,LM CAM ,19,1669,80.0,31.0,78.0,79.0,67.0,60.0,59.0,69.0,68.0,52.0,70.0,33.0,50.0,51.0,58.0,55.0,44.0,60.0,53.0,49.0,63.0,62.0,46.0,82.0,58.0,48.0,33.0,62.0,48.0,64,79,8000.0,975000.0
Alex Vallejo,Spain,Córdoba CF,LM CM CDM ,25,1559,35.0,61.0,66.0,47.0,70.0,55.0,54.0,40.0,49.0,39.0,39.0,49.0,60.0,71.0,63.0,48.0,68.0,48.0,49.0,59.0,65.0,47.0,60.0,43.0,33.0,66.0,80.0,59.0,42.0,64,68,3000.0,500000.0
M. Durmuş,Turkey,Göztepe,CF CM CAM ,20,1732,78.0,62.0,84.0,83.0,65.0,43.0,57.0,53.0,64.0,55.0,57.0,59.0,42.0,59.0,59.0,55.0,42.0,55.0,59.0,56.0,62.0,61.0,56.0,78.0,61.0,53.0,57.0,65.0,41.0,64,76,4000.0,800000.0
Park Han Bin,Korea Republic,Daegu FC,CM CDM ,19,1617,53.0,62.0,65.0,59.0,59.0,55.0,55.0,37.0,58.0,32.0,33.0,49.0,63.0,53.0,65.0,62.0,59.0,43.0,60.0,64.0,68.0,62.0,56.0,34.0,72.0,59.0,74.0,67.0,30.0,64,72,1000.0,550000.0
K. Dobras,Austria,SCR Altach,RM LM ,24,1662,73.0,37.0,74.0,76.0,66.0,56.0,63.0,62.0,67.0,55.0,66.0,39.0,44.0,58.0,59.0,58.0,30.0,63.0,63.0,46.0,62.0,63.0,32.0,67.0,73.0,35.0,58.0,62.0,53.0,64,68,4000.0,600000.0
J. Bartosz,Poland,Wisła Kraków,RM RB ,20,1696,85.0,70.0,64.0,67.0,63.0,62.0,53.0,47.0,62.0,64.0,39.0,44.0,64.0,68.0,49.0,46.0,58.0,35.0,55.0,57.0,60.0,59.0,60.0,80.0,76.0,62.0,77.0,46.0,33.0,64,78,2000.0,900000.0
N. Alho,Finland,Halmstads BK,RM ,24,1615,81.0,40.0,81.0,84.0,65.0,56.0,67.0,63.0,67.0,50.0,55.0,38.0,26.0,80.0,56.0,40.0,15.0,59.0,49.0,55.0,60.0,60.0,24.0,74.0,68.0,31.0,58.0,60.0,51.0,64,68,1000.0,600000.0
Y. M'Boné,Cameroon,La Berrichonne de Châteauroux,CDM CB ,24,1659,56.0,68.0,57.0,55.0,58.0,64.0,55.0,50.0,57.0,49.0,46.0,68.0,64.0,64.0,55.0,42.0,60.0,53.0,42.0,62.0,62.0,57.0,60.0,51.0,77.0,61.0,72.0,50.0,50.0,64,69,2000.0,500000.0
W. Evseev,Kazakhstan,Hansa Rostock,CAM CM ,25,1702,70.0,50.0,76.0,74.0,66.0,54.0,57.0,63.0,65.0,56.0,47.0,55.0,56.0,68.0,67.0,53.0,53.0,48.0,54.0,50.0,69.0,56.0,59.0,65.0,60.0,56.0,52.0,67.0,43.0,64,66,1000.0,550000.0
E. Rolón,Argentina,Málaga CF,CDM ,22,1715,65.0,66.0,61.0,68.0,70.0,66.0,45.0,42.0,55.0,42.0,55.0,55.0,51.0,65.0,64.0,55.0,59.0,53.0,55.0,64.0,64.0,64.0,58.0,64.0,75.0,63.0,64.0,63.0,51.0,64,77,5000.0,775000.0
A. Nilsson,Sweden,IK Sirius,RM ,26,1579,78.0,72.0,68.0,67.0,60.0,49.0,61.0,43.0,64.0,59.0,34.0,45.0,43.0,54.0,55.0,47.0,26.0,48.0,64.0,60.0,62.0,60.0,28.0,72.0,75.0,30.0,62.0,50.0,50.0,64,65,1000.0,525000.0
Edu Cortina,Spain,Real Oviedo,CAM CM ,20,1616,59.0,58.0,66.0,72.0,69.0,53.0,58.0,57.0,61.0,54.0,53.0,39.0,51.0,40.0,67.0,52.0,49.0,42.0,56.0,64.0,68.0,56.0,48.0,58.0,62.0,50.0,48.0,65.0,41.0,64,79,2000.0,975000.0
